Size,Instance Complexity,Optimal Found CF,Optimal Found PPM+MAN,Optimal Found PPM+CF,Optimal Found CF+0.25*PPM,Optimal Found CF+0.50*PPM,Optimal Found CF+0.75*PPM,Optimal Found CF+1*PPM,Optimal Found CF/PPM,Predicted Path Length CF,Predicted Path Length PPM+MAN,Predicted Path Length PPM+CF,Predicted Path Length CF+0.25*PPM,Predicted Path Length CF+0.50*PPM,Predicted Path Length CF+0.75*PPM,Predicted Path Length CF+1*PPM,Predicted Path Length CF/PPM,Ground Truth Path Length,Manhattan Path Length,Expansion CF,Expansion PPM+MAN,Expansion PPM+CF,Expansion CF+0.25*PPM,Expansion CF+0.50*PPM,Expansion CF+0.75*PPM,Expansion CF+1*PPM,Expansion CF/PPM,Expansion GT,Expansion Manhattan,Run Time CF,Run Time PPM+MAN,Run Time PPM+CF,Run Time Manhattan,Run Time CF+0.25*PPM,Run Time CF+0.50*PPM,Run Time CF+0.75*PPM,Run Time CF+1*PPM,Run Time CF/PPM,Run Time Inference CF,Run Time Inference PPM
128,1.0052083333333333,0,0,0,0,0,0,0,0,207,203,197,199,201,201,203,307,193,193,2073,2407,2135,1722,1705,1450,548,1304,193,355,819.0004825592041,4234.000682830811,2327.0020484924316,150.99716186523438,807.9996109008789,834.0001106262207,798.0010509490967,227.9973030090332,598.9999771118164,11.000871658325195,12.00413703918457
96,1.2923076923076924,0,0,0,100,0,0,0,0,86,86,86,84,86,86,86,86,84,84,340,260,290,225,213,194,193,243,84,610,135.99824905395508,135.00165939331055,117.99979209899902,233.99949073791504,77.00157165527344,77.00133323669434,69.99850273132324,67.99769401550293,85.00194549560547,13.993978500366211,17.998933792114258
256,1.0035087719298246,0,0,0,0,0,0,0,0,344,358,454,364,342,348,354,382,286,286,1549,8609,5523,1763,1763,1815,1835,1257,286,3168,592.9999351501465,36818.74775886536,10498.133182525635,1411.998987197876,773.9996910095215,751.9996166229248,735.999345779419,938.0016326904297,547.0023155212402,11.013031005859375,15.986442565917969
32,1.0344827586206897,100,100,100,100,100,100,100,100,30,30,30,30,30,30,30,30,30,30,30,37,36,30,30,30,30,33,30,154,10.99848747253418,20.998716354370117,14.999866485595703,77.00252532958984,15.998363494873047,16.009092330932617,12.992382049560547,14.001846313476562,18.99886131286621,15.997171401977539,16.001224517822266
128,1.3707865168539326,0,0,0,0,0,0,0,0,142,124,126,124,124,124,126,132,122,122,280,362,291,201,213,228,234,223,122,300,141.00027084350586,327.00061798095703,210.0052833557129,111.00506782531738,120.99313735961914,78.0019760131836,95.0002670288086,87.00060844421387,103.99818420410156,15.999317169189453,20.99895477294922
256,1.004739336492891,0,0,0,0,0,0,0,0,240,258,258,242,242,242,236,246,212,212,401,2213,1775,373,376,383,385,417,212,3769,168.99728775024414,3107.003927230835,1136.9972229003906,1821.9802379608154,155.00426292419434,153.99956703186035,174.99589920043945,164.0000343322754,176.00560188293457,11.001348495483398,15.017986297607422
128,1.0064516129032257,0,0,0,100,100,100,0,100,162,158,158,156,156,156,158,156,156,156,244,494,503,191,224,311,311,177,156,3310,88.00339698791504,410.9995365142822,331.99620246887207,1337.005376815796,85.99853515625,92.99945831298828,152.01568603515625,170.9890365600586,96.99773788452148,10.997772216796875,11.002540588378906
96,1.3877551020408163,0,100,100,100,100,100,100,0,72,68,68,68,68,68,68,86,68,68,509,100,336,317,204,131,92,342,68,309,218.9643383026123,56.000471115112305,163.9995574951172,107.00392723083496,130.30767440795898,86.53044700622559,48.0036735534668,42.00315475463867,146.99769020080566,22.991180419921875,17.001628875732422
64,1.0144927536231885,0,100,100,100,100,100,100,0,72,70,70,70,70,70,70,72,70,70,208,94,94,70,72,74,77,85,70,311,74.99885559082031,49.021005630493164,55.99856376647949,113.99197578430176,35.00008583068848,35.00056266784668,28.99646759033203,31.00442886352539,35.99953651428223,12.999773025512695,11.999845504760742
96,1.0076923076923077,0,100,100,100,100,100,100,0,135,131,131,131,131,131,131,145,131,131,200,227,225,150,167,174,178,156,131,2465,84.00559425354004,169.9965000152588,113.03949356079102,926.9981384277344,77.00371742248535,94.99740600585938,79.00571823120117,85.00337600708008,69.99349594116211,16.001224517822266,14.001131057739258
32,1.04,100,100,100,100,100,100,100,100,26,26,26,26,26,26,26,26,26,26,26,29,28,26,26,26,26,27,26,26,9.001731872558594,11.998414993286133,12.015819549560547,9.003162384033203,11.001110076904297,20.000696182250977,8.996963500976562,16.9985294342041,11.000871658325195,15.000104904174805,12.995719909667969
32,1.0333333333333334,100,100,100,100,100,100,100,100,31,31,31,31,31,31,31,31,31,31,31,41,36,31,31,31,31,32,31,169,15.003204345703125,18.998384475708008,14.999866485595703,74.00393486022949,16.99542999267578,10.999441146850586,11.00015640258789,12.995243072509766,12.005329132080078,16.99972152709961,13.997316360473633
256,1.0046511627906978,0,0,0,0,0,0,0,0,276,236,278,236,230,240,240,298,216,216,1229,5399,3913,1114,630,569,551,880,216,7602,518.9952850341797,16288.372039794922,5097.9955196380615,3768.998622894287,553.0040264129639,305.9966564178467,329.00047302246094,230.99899291992188,383.00013542175293,14.003515243530273,12.99595832824707
32,2.0,0,100,100,100,100,100,100,0,36,34,34,34,34,34,34,36,34,34,75,90,77,73,65,47,48,63,34,133,43.00093650817871,52.00052261352539,33.997297286987305,53.00116539001465,28.99956703186035,25.99930763244629,19.00005340576172,20.001649856567383,49.99995231628418,11.986732482910156,14.000415802001953
128,1.006578947368421,0,0,0,0,0,0,0,0,195,165,169,165,165,165,167,179,153,153,993,788,656,256,285,326,392,279,153,3356,364.5031452178955,772.0019817352295,476.0007858276367,1731.994390487671,128.00121307373047,174.99780654907227,159.99984741210938,208.00113677978516,141.00337028503418,9.998559951782227,10.00070571899414
96,1.011764705882353,0,0,0,0,0,0,0,0,90,90,90,90,90,90,90,92,86,86,111,141,137,101,101,103,106,108,86,283,46.999454498291016,114.99691009521484,80.99985122680664,110.99863052368164,55.00197410583496,53.002119064331055,54.99863624572754,55.00054359436035,62.99948692321777,15.998125076293945,19.997835159301758
256,1.033210332103321,0,0,0,0,0,0,0,0,294,322,330,294,306,314,306,306,280,280,675,5823,4565,672,740,903,1024,511,280,1555,367.9988384246826,25556.002140045166,4804.9986362457275,929.0060997009277,404.9997329711914,393.9962387084961,811.9995594024658,591.9971466064453,479.0027141571045,20.003557205200195,18.998384475708008
96,1.0142857142857142,0,100,100,100,100,100,100,0,79,71,71,71,71,71,71,73,71,71,328,114,113,82,84,92,101,113,71,159,156.9983959197998,84.00154113769531,85.00528335571289,66.00165367126465,35.99667549133301,46.00167274475098,52.99496650695801,59.01527404785156,59.98539924621582,18.015384674072266,21.97551727294922
32,1.0416666666666667,100,100,100,100,100,100,100,100,25,25,25,25,25,25,25,25,25,25,25,30,28,25,25,25,25,27,25,130,15.999555587768555,30.00330924987793,25.996923446655273,64.00227546691895,16.99995994567871,10.996103286743164,17.00139045715332,15.999555587768555,15.001773834228516,24.002552032470703,20.00141143798828
256,1.169398907103825,0,0,0,0,0,0,0,0,290,224,224,248,272,282,282,294,214,214,2184,2191,1821,2165,2311,2351,2377,1453,214,9028,1329.9939632415771,3661.0026359558105,1268.0001258850098,5608.021974563599,872.9794025421143,923.0036735534668,823.9977359771729,807.0003986358643,527.0259380340576,18.0051326751709,16.002893447875977
96,1.2155172413793103,0,100,100,100,100,100,100,0,173,141,141,141,141,141,141,149,141,141,668,300,294,451,400,269,284,338,141,3523,227.99968719482422,178.01761627197266,134.9785327911377,1298.9990711212158,186.9955062866211,148.00024032592773,115.99993705749512,104.99954223632812,126.00135803222656,13.00358772277832,10.999917984008789
96,1.0113636363636365,0,0,0,0,0,0,0,0,97,91,91,93,93,93,93,97,89,89,192,228,216,125,127,131,140,126,89,167,71.97785377502441,137.00175285339355,96.00353240966797,51.99885368347168,45.00079154968262,43.999671936035156,47.00350761413574,49.00026321411133,45.00126838684082,14.00446891784668,10.995626449584961
32,1.15,0,100,100,100,100,100,100,100,29,23,23,23,23,23,23,23,23,23,44,33,28,23,23,23,23,25,23,53,15.001058578491211,13.99993896484375,10.999917984008789,16.999244689941406,7.999420166015625,8.001089096069336,8.00013542175293,7.998228073120117,9.000062942504883,16.985654830932617,11.998653411865234
32,1.0294117647058822,100,100,100,100,100,100,100,100,35,35,35,35,35,35,35,35,35,35,35,61,59,36,36,43,48,38,35,85,11.99960708618164,26.999473571777344,24.000167846679688,27.000904083251953,12.999534606933594,13.001680374145508,13.998031616210938,16.99972152709961,14.000177383422852,12.006998062133789,11.999845504760742
32,1.04,100,100,100,100,100,100,100,100,26,26,26,26,26,26,26,26,26,26,27,33,31,26,26,26,27,30,26,26,9.999990463256836,13.999462127685547,12.000322341918945,7.998466491699219,8.999824523925781,9.000301361083984,9.002685546875,9.99760627746582,10.000228881835938,13.000726699829102,11.99793815612793
32,1.0277777777777777,100,100,100,100,100,100,100,100,37,37,37,37,37,37,37,37,37,37,39,48,44,37,37,37,42,47,37,215,16.001462936401367,19.99950408935547,16.99995994567871,67.0008659362793,11.998414993286133,13.000011444091797,13.000726699829102,14.000892639160156,17.99941062927246,12.998819351196289,11.999368667602539
96,1.037037037037037,0,100,100,100,100,100,100,0,172,140,140,140,140,140,140,188,140,140,476,215,209,162,161,162,165,371,140,763,173.99883270263672,117.00153350830078,87.99982070922852,268.00060272216797,65.99998474121094,58.00008773803711,64.99838829040527,79.99992370605469,141.00146293640137,10.996818542480469,12.000083923339844
128,1.1984126984126984,0,0,0,0,0,0,0,0,163,157,157,161,161,161,161,165,151,151,554,595,556,490,435,466,388,502,151,1651,219.9857234954834,526.0090827941895,370.99361419677734,848.0045795440674,217.99588203430176,165.9996509552002,189.99958038330078,145.99943161010742,184.00049209594727,10.986089706420898,11.001825332641602
256,1.3037037037037038,0,0,0,0,0,0,0,0,196,232,230,200,198,192,198,204,176,176,802,1971,1852,826,848,866,890,343,176,4382,340.99841117858887,2670.018196105957,1324.9874114990234,2497.997999191284,477.9984951019287,515.0051116943359,583.0037593841553,604.9964427947998,271.00348472595215,14.003753662109375,12.001276016235352
256,1.1346153846153846,0,0,0,0,0,0,0,0,231,185,189,227,211,213,211,239,177,177,876,1278,1074,742,666,671,701,549,177,3655,423.0008125305176,1707.0040702819824,835.9975814819336,1845.0038433074951,400.99239349365234,324.0039348602295,342.99468994140625,366.99914932250977,262.00294494628906,13.997554779052734,19.00005340576172
128,1.1111111111111112,0,0,0,0,0,0,0,0,164,124,128,164,116,120,116,278,110,110,847,371,378,404,208,197,203,984,110,1590,389.0049457550049,319.993257522583,329.00094985961914,838.0005359649658,306.0038089752197,107.99241065979004,173.00844192504883,109.99655723571777,745.9962368011475,12.006759643554688,11.993408203125
96,1.0126582278481013,0,0,0,100,100,100,100,100,82,82,82,80,80,80,80,80,80,80,93,127,124,83,83,83,84,83,80,479,93.0013656616211,224.99775886535645,173.0051040649414,256.00433349609375,55.99498748779297,62.005043029785156,47.998666763305664,40.998220443725586,44.998884201049805,47.00040817260742,16.999483108520508
64,1.0149253731343284,0,100,100,100,100,100,100,0,88,68,68,68,68,68,68,90,68,68,598,86,78,74,72,72,75,115,68,736,324.0370750427246,85.96563339233398,69.00262832641602,334.99622344970703,62.000274658203125,66.99895858764648,45.00532150268555,63.99798393249512,63.999176025390625,14.00303840637207,12.999773025512695
32,1.4814814814814814,100,0,0,100,100,100,100,100,40,42,42,40,40,40,40,40,40,40,192,191,180,172,165,164,161,215,40,273,124.9990463256836,158.0030918121338,141.9985294342041,384.00745391845703,121.9930648803711,119.99797821044922,135.00070571899414,92.00835227966309,155.99775314331055,20.000219345092773,18.002033233642578
128,1.0534351145038168,0,0,0,0,0,0,0,0,146,148,172,154,154,156,164,150,138,138,372,1298,1275,422,227,253,294,242,138,1943,207.00788497924805,1953.9973735809326,1013.995885848999,989.0022277832031,252.00414657592773,143.00298690795898,137.99118995666504,171.01216316223145,133.9874267578125,14.000415802001953,11.998414993286133
96,1.0135135135135136,100,100,100,100,100,100,100,0,75,75,75,75,75,75,75,81,75,75,84,194,163,79,80,87,98,103,75,90,43.99561882019043,161.00430488586426,96.9998836517334,41.0001277923584,48.9964485168457,41.00227355957031,54.99625205993652,58.00056457519531,64.00251388549805,21.99101448059082,15.999555587768555
256,1.207142857142857,0,0,0,0,0,0,0,0,257,219,227,227,203,199,199,265,169,169,1294,1911,1207,1111,822,554,463,998,169,1110,910.0017547607422,3955.9972286224365,1047.9991436004639,769.0029144287109,765.9952640533447,429.0037155151367,336.99655532836914,239.99404907226562,537.0068550109863,20.998716354370117,17.99917221069336
64,1.9183673469387754,0,0,0,0,0,0,0,0,128,98,124,128,126,128,128,138,94,94,1515,1120,1232,1474,1131,1122,1147,1189,94,1247,795.9718704223633,1363.9934062957764,957.0050239562988,597.9957580566406,817.0006275177002,611.0002994537354,615.997314453125,594.9993133544922,574.9995708465576,21.01874351501465,13.98015022277832
32,1.0333333333333334,0,100,100,100,100,100,100,100,35,31,31,31,31,31,31,31,31,31,39,37,36,31,31,31,31,33,31,123,16.00170135498047,21.00229263305664,19.994497299194336,53.9555549621582,20.00141143798828,12.998819351196289,13.000965118408203,11.999368667602539,13.99993896484375,11.998414993286133,12.010335922241211
32,1.05,100,100,100,100,100,100,100,100,21,21,21,21,21,21,21,21,21,21,21,29,23,21,21,21,21,23,21,21,10.987997055053711,17.000675201416016,11.000394821166992,8.001327514648438,8.999109268188477,7.999181747436523,8.000373840332031,8.99958610534668,9.000539779663086,14.005422592163086,11.99960708618164
256,1.0063694267515924,0,0,0,0,0,0,0,0,172,186,186,164,166,166,166,174,158,158,271,1797,1518,280,310,325,343,239,158,1261,169.99316215515137,3037.001371383667,1188.000202178955,893.9745426177979,274.99938011169434,211.00783348083496,170.9885597229004,233.01339149475098,159.99460220336914,13.000965118408203,16.00027084350586
64,1.0123456790123457,0,100,0,100,100,100,100,0,108,82,84,82,82,82,82,118,82,82,506,195,198,114,105,114,123,423,82,902,231.00709915161133,208.998441696167,115.99397659301758,457.0024013519287,66.00046157836914,52.99949645996094,57.997941970825195,56.000709533691406,221.99654579162598,13.00191879272461,13.00191879272461
64,1.0144927536231885,0,100,100,100,100,100,100,100,76,70,70,70,70,70,70,70,70,70,702,170,142,81,91,103,115,92,70,771,315.99903106689453,114.99404907226562,97.00369834899902,688.002347946167,46.99540138244629,51.003217697143555,89.99967575073242,92.99778938293457,62.99901008605957,20.000696182250977,14.044046401977539
128,1.1216216216216217,100,0,0,0,0,0,0,0,83,89,89,85,85,85,85,85,83,83,97,257,240,114,129,142,155,97,83,444,45.99618911743164,178.9999008178711,117.00248718261719,198.99463653564453,54.02088165283203,54.98003959655762,64.01419639587402,64.98980522155762,42.99473762512207,11.001110076904297,13.001203536987305
128,1.2980769230769231,0,0,0,0,0,0,0,0,155,143,143,143,145,145,145,153,135,135,516,641,639,441,516,551,510,431,135,2020,214.0035629272461,521.9976902008057,381.00314140319824,1071.9985961914062,194.99945640563965,211.00521087646484,218.99771690368652,208.9982032775879,192.00491905212402,22.999286651611328,23.001432418823242
128,1.0333333333333334,0,100,100,100,0,100,100,0,167,155,155,155,157,155,155,173,155,155,362,642,427,191,194,207,221,345,155,3978,149.9645709991455,578.0007839202881,308.99882316589355,1885.9949111938477,85.9992504119873,98.00100326538086,98.00505638122559,105.99541664123535,227.00238227844238,13.998031616210938,13.008356094360352
64,1.0128205128205128,0,100,100,100,100,100,100,100,105,79,79,79,79,79,79,79,79,79,168,119,101,81,82,83,89,100,79,223,97.00369834899902,118.99638175964355,58.00652503967285,89.99991416931152,54.001569747924805,80.99913597106934,44.00348663330078,69.0000057220459,62.99400329589844,17.99917221069336,17.003297805786133
64,1.0169491525423728,0,100,100,100,100,100,100,0,66,60,60,60,60,60,60,66,60,60,152,91,79,66,68,68,68,170,60,166,103.00016403198242,95.00288963317871,84.99693870544434,96.9998836517334,43.99991035461426,47.00589179992676,39.99614715576172,45.00079154968262,77.99601554870605,14.993667602539062,13.003349304199219
96,1.0140845070422535,0,0,0,0,0,100,100,0,86,74,76,74,74,72,72,88,72,72,117,128,140,86,98,99,103,106,72,72,56.002140045166016,134.9928379058838,114.00437355041504,28.00273895263672,53.99966239929199,58.000802993774414,55.99784851074219,56.00118637084961,56.000471115112305,15.997648239135742,17.002105712890625
64,1.0112359550561798,0,100,100,100,100,100,100,0,104,90,90,90,90,90,90,114,90,90,370,150,146,107,108,111,116,443,90,90,162.99676895141602,125.0009536743164,83.00018310546875,42.00005531311035,52.99997329711914,53.999900817871094,45.00150680541992,56.998252868652344,189.99671936035156,12.00103759765625,13.000249862670898
64,1.0161290322580645,0,100,100,100,100,100,100,100,67,63,63,63,63,63,63,63,63,63,77,85,81,63,63,64,65,76,63,252,49.00169372558594,98.9985466003418,64.00108337402344,132.99846649169922,43.999433517456055,39.005279541015625,28.995513916015625,25.999069213867188,34.005165100097656,15.996694564819336,14.003753662109375
64,1.013157894736842,0,100,100,100,100,100,100,100,93,77,77,77,77,77,77,77,77,77,274,103,94,87,85,84,83,98,77,914,133.00609588623047,75.99830627441406,54.99982833862305,378.9987564086914,45.99761962890625,53.00331115722656,37.000179290771484,36.997318267822266,40.998220443725586,14.999151229858398,10.999917984008789
256,1.003030303030303,0,0,0,0,0,0,0,0,397,399,395,391,387,385,389,413,331,331,2507,7109,4625,2148,2036,1892,1906,2077,331,14588,1081.0081958770752,33250.651836395264,7933.037519454956,6672.006130218506,928.0004501342773,934.0226650238037,847.409725189209,845.9961414337158,907.0038795471191,12.001514434814453,15.996456146240234
256,1.0029239766081872,0,0,0,0,0,0,0,0,387,381,427,393,391,413,403,425,343,343,1655,5136,6418,1472,1525,1739,1779,1189,343,1129,764.002799987793,15380.50651550293,10495.517253875732,543.9963340759277,752.6421546936035,858.9985370635986,1005.0017833709717,1000.9996891021729,661.0000133514404,14.999151229858398,11.998176574707031
256,1.0030211480362539,0,0,0,0,0,0,0,0,402,370,364,370,382,374,372,416,332,332,1410,5838,4652,1204,1374,1767,1701,1072,332,15530,711.9972705841064,21216.9988155365,6984.001159667969,7600.695371627808,956.9952487945557,692.9986476898193,909.0023040771484,1041.9988632202148,748.0096817016602,15.001773834228516,17.996788024902344
64,1.0862068965517242,100,0,0,0,0,0,0,100,63,65,65,65,65,65,65,63,63,63,72,87,82,71,71,73,76,80,63,356,121.0014820098877,109.99870300292969,122.99895286560059,179.00466918945312,29.99591827392578,32.00531005859375,31.99601173400879,41.025400161743164,48.974037170410156,23.011445999145508,25.985002517700195
128,1.164835164835165,0,0,0,0,0,0,0,0,132,110,110,110,110,110,110,128,106,106,328,164,162,151,123,125,134,244,106,1056,149.0006446838379,126.9996166229248,99.00188446044922,395.9949016571045,59.006452560424805,51.2232780456543,48.009634017944336,54.01730537414551,96.98295593261719,16.999244689941406,12.002229690551758
32,1.3863636363636365,0,100,100,100,100,100,100,0,71,61,61,61,61,61,61,63,61,61,186,156,126,86,78,79,80,80,61,362,81.9997787475586,118.03436279296875,67.97003746032715,144.99521255493164,34.00444984436035,31.000614166259766,30.999183654785156,37.995100021362305,32.004594802856445,19.98281478881836,17.025470733642578
64,1.7,0,0,0,0,0,0,0,0,141,145,129,143,125,125,125,155,119,119,587,1026,649,569,504,516,538,423,119,1271,227.00262069702148,764.0025615692139,620.0048923492432,581.9964408874512,219.00439262390137,223.99520874023438,242.0046329498291,276.0038375854492,237.9903793334961,12.000560760498047,12.002944946289062
128,1.2254901960784315,0,100,100,100,100,100,100,0,135,125,125,125,125,125,125,139,125,125,1311,254,682,993,581,485,437,1110,125,1512,518.0001258850098,170.99952697753906,412.0011329650879,698.2407569885254,423.00963401794434,266.726016998291,198.13776016235352,181.00953102111816,436.0003471374512,11.000394821166992,14.000654220581055
96,1.013157894736842,0,0,0,100,100,100,100,0,95,79,79,77,77,77,77,87,77,77,193,131,128,78,81,90,95,130,77,731,85.0067138671875,97.991943359375,68.00556182861328,298.0010509490967,40.9998893737793,43.001651763916016,41.99624061584473,43.02859306335449,59.97300148010254,11.997461318969727,13.00048828125
64,1.0545454545454545,100,0,0,100,100,100,100,0,58,60,60,58,58,58,58,62,58,58,62,95,81,61,61,63,68,73,58,309,28.000354766845703,58.00175666809082,45.00174522399902,127.00223922729492,24.992942810058594,33.56599807739258,25.01082420349121,28.00297737121582,33.99848937988281,22.002458572387695,16.994476318359375
64,1.1956521739130435,0,100,100,100,100,100,100,100,57,55,55,55,55,55,55,55,55,55,96,80,65,60,60,63,67,67,55,491,42.00935363769531,50.9943962097168,31.997203826904297,457.0040702819824,29.9990177154541,26.004791259765625,38.01536560058594,26.978492736816406,27.997732162475586,15.001058578491211,21.003007888793945
64,1.0151515151515151,0,100,100,100,100,100,100,0,81,67,67,67,67,67,67,81,67,67,124,80,77,72,71,71,70,113,67,919,53.000450134277344,47.99699783325195,38.02371025085449,390.00558853149414,51.99933052062988,39.002418518066406,51.995038986206055,34.99960899353027,62.01481819152832,14.998912811279297,13.006925582885742
128,1.0066666666666666,0,0,0,0,0,0,0,0,165,163,161,153,155,155,155,173,151,151,374,353,331,234,237,242,248,310,151,4155,187.99924850463867,286.9982719421387,171.00048065185547,1731.0020923614502,106.00137710571289,101.99785232543945,99.99966621398926,108.99567604064941,131.00075721740723,14.002323150634766,11.998414993286133
96,1.0087719298245614,0,0,0,0,0,0,0,0,123,129,125,127,127,129,127,125,115,115,224,337,293,244,235,239,263,205,115,183,96.00687026977539,271.99411392211914,141.4346694946289,102.00023651123047,99.99442100524902,100.00228881835938,112.99705505371094,116.99986457824707,97.00655937194824,14.997482299804688,23.995399475097656
256,1.0454545454545454,0,0,0,0,0,0,0,0,189,177,177,187,185,187,187,189,161,161,349,1183,724,332,376,401,439,286,161,2597,168.99657249450684,1292.0005321502686,424.9999523162842,1186.9542598724365,160.00127792358398,158.9972972869873,173.00152778625488,190.99998474121094,130.0051212310791,18.996238708496094,17.01641082763672
64,1.1458333333333333,0,100,0,100,100,100,100,0,67,55,69,55,55,55,55,59,55,55,257,85,311,128,78,73,73,82,55,190,124.99690055847168,65.0017261505127,183.0003261566162,105.99231719970703,79.99920845031738,32.00030326843262,29.999732971191406,32.00674057006836,36.00478172302246,19.002199172973633,11.996984481811523
32,1.0476190476190477,100,100,100,100,100,100,100,100,22,22,22,22,22,22,22,22,22,22,22,26,24,22,22,22,22,22,22,87,10.999679565429688,18.00251007080078,13.997077941894531,35.99977493286133,10.001182556152344,10.998964309692383,7.998943328857422,11.001110076904297,9.000301361083984,14.002799987792969,10.997772216796875
128,1.0113636363636365,0,0,0,100,100,100,0,0,95,93,93,89,89,89,93,95,89,89,150,172,168,91,95,103,118,137,89,348,60.99867820739746,103.00564765930176,74.9967098236084,109.99560356140137,32.000064849853516,33.99848937988281,36.00168228149414,41.998863220214844,49.00097846984863,12.004613876342773,11.998891830444336
256,1.0733590733590734,0,0,0,0,0,0,0,0,350,314,314,344,348,340,314,400,278,278,2161,2485,1773,1906,1979,1881,1443,1320,278,4979,807.997465133667,3307.0201873779297,1184.9815845489502,3047.9981899261475,913.0017757415771,966.9969081878662,929.0084838867188,710.9942436218262,634.998083114624,11.996269226074219,14.01829719543457
96,1.4189189189189189,0,0,0,0,0,0,0,0,151,115,117,115,113,113,113,159,105,105,962,558,224,609,556,542,534,736,105,1680,447.0021724700928,616.9993877410889,140.99836349487305,983.0050468444824,259.99927520751953,239.99571800231934,228.00469398498535,223.00291061401367,340.99316596984863,13.021469116210938,11.980056762695312
32,1.0303030303030303,100,100,100,100,100,100,100,0,34,34,34,34,34,34,34,36,34,34,39,50,45,37,39,39,40,41,34,175,16.001462936401367,29.999971389770508,21.999359130859375,69.99969482421875,18.002748489379883,15.999555587768555,17.003774642944336,16.99686050415039,16.997098922729492,14.998197555541992,11.00778579711914
96,1.0104166666666667,0,100,100,100,100,100,100,0,99,97,97,97,97,97,97,105,97,97,118,145,142,105,109,116,121,118,97,1250,55.00149726867676,123.99768829345703,107.00011253356934,529.0005207061768,54.001808166503906,45.99809646606445,53.7259578704834,57.20639228820801,51.01323127746582,12.04228401184082,12.959003448486328
256,1.0043859649122806,0,0,0,0,0,0,0,0,251,281,281,237,235,235,235,249,229,229,350,2688,2138,356,425,432,448,309,229,286,127.99620628356934,5156.006336212158,1510.995626449585,140.99645614624023,158.9951515197754,205.02638816833496,180.97424507141113,205.00969886779785,145.9963321685791,12.003660202026367,12.001514434814453
64,1.0862068965517242,0,0,0,0,0,0,0,0,75,67,67,65,65,65,65,79,63,63,121,99,88,78,76,77,79,104,63,188,54.00490760803223,59.99922752380371,57.996273040771484,90.00539779663086,33.994436264038086,33.00118446350098,34.00373458862305,34.99603271484375,42.9995059967041,13.996601104736328,10.00213623046875
64,1.1944444444444444,0,100,100,100,100,100,100,0,47,43,43,43,43,43,43,45,43,43,72,114,81,45,47,60,67,50,43,158,32.000064849853516,69.99897956848145,41.998863220214844,83.9993953704834,19.00029182434082,21.004438400268555,25.995492935180664,29.998779296875,25.21991729736328,11.998176574707031,11.00301742553711
96,1.0091743119266054,0,100,0,100,100,100,100,0,164,110,166,110,110,110,110,116,110,110,1135,232,1147,175,140,142,143,786,110,110,426.00178718566895,140.0165557861328,498.9795684814453,34.038543701171875,61.964988708496094,49.99828338623047,48.998117446899414,51.996707916259766,364.0010356903076,11.995315551757812,15.000581741333008
128,1.0061349693251533,0,100,0,0,100,100,100,0,174,164,170,168,164,164,164,176,164,164,347,427,511,281,288,332,372,265,164,4721,141.998291015625,289.0002727508545,245.0082302093506,2144.9997425079346,115.0059700012207,128.9961338043213,135.99824905395508,151.99971199035645,109.00163650512695,11.99960708618164,10.001182556152344
256,1.096234309623431,0,0,0,0,0,0,0,0,320,338,338,300,304,302,304,450,262,262,1432,2431,1644,1100,959,992,974,1563,262,9897,526.0047912597656,5225.998640060425,1333.9965343475342,4884.0012550354,587.9967212677002,482.00440406799316,493.99518966674805,526.0345935821533,798.969030380249,10.006427764892578,13.997077941894531
64,1.0161290322580645,0,100,100,100,100,100,100,0,69,63,63,63,63,63,63,67,63,63,155,101,94,64,66,76,81,80,63,525,82.99827575683594,80.0020694732666,66.0257339477539,471.00090980529785,44.000864028930664,33.00166130065918,46.00095748901367,54.0008544921875,52.99830436706543,11.986017227172852,12.016773223876953
32,1.0217391304347827,0,100,100,100,100,100,100,0,49,47,47,47,47,47,47,49,47,47,68,66,58,47,48,48,49,54,47,277,35.00056266784668,50.005435943603516,29.998779296875,118.00360679626465,19.99521255493164,20.04551887512207,21.95453643798828,20.999431610107422,25.002717971801758,18.002748489379883,15.004158020019531
64,1.0232558139534884,0,100,100,100,100,100,100,100,52,44,44,44,44,44,44,44,44,44,90,60,54,44,44,44,44,49,44,246,42.99664497375488,43.00546646118164,34.993886947631836,111.9985580444336,27.001619338989258,20.00117301940918,44.000864028930664,51.000356674194336,23.996829986572266,13.000965118408203,13.996601104736328
128,1.1231884057971016,0,100,100,0,0,0,0,0,181,155,155,185,159,175,175,181,155,155,469,681,591,469,387,466,451,349,155,5066,215.99745750427246,740.1003837585449,372.00188636779785,3538.9955043792725,226.99761390686035,211.00330352783203,199.9967098236084,227.00119018554688,162.0023250579834,19.999980926513672,13.998985290527344
128,1.0084745762711864,0,100,100,100,100,100,100,0,139,119,119,119,119,119,119,161,119,119,688,236,221,156,157,161,175,518,119,2678,262.9878520965576,136.0018253326416,130.03301620483398,1045.0043678283691,69.00787353515625,66.99275970458984,72.99494743347168,66.01667404174805,201.00069046020508,11.0015869140625,10.002613067626953
128,1.1288343558282208,0,0,100,0,0,0,0,0,294,194,184,198,188,190,192,236,184,184,1336,583,477,890,738,622,463,1341,184,7709,534.9743366241455,493.00551414489746,339.9999141693115,5307.994365692139,419.0046787261963,324.9990940093994,287.99962997436523,221.00067138671875,624.7744560241699,13.002634048461914,13.999700546264648
