From,Name,Size,Instance Complexity,Optimal Found CF,Optimal Found PPM+MAN,Optimal Found PPM+CF,Optimal Found CF+0.25*PPM,Optimal Found CF+0.50*PPM,Optimal Found CF+0.75*PPM,Optimal Found CF+1*PPM,Optimal Found CF/PPM,Predicted Path Length CF,Predicted Path Length PPM+MAN,Predicted Path Length PPM+CF,Predicted Path Length CF+0.25*PPM,Predicted Path Length CF+0.50*PPM,Predicted Path Length CF+0.75*PPM,Predicted Path Length CF+1*PPM,Predicted Path Length CF/PPM,Ground Truth Path Length,Manhattan Path Length,Expansion CF,Expansion PPM+MAN,Expansion PPM+CF,Expansion CF+0.25*PPM,Expansion CF+0.50*PPM,Expansion CF+0.75*PPM,Expansion CF+1*PPM,Expansion CF/PPM,Expansion GT,Expansion Manhattan,Run Time CF,Run Time PPM+MAN,Run Time PPM+CF,Run Time Manhattan,Run Time CF+0.25*PPM,Run Time CF+0.50*PPM,Run Time CF+0.75*PPM,Run Time CF+1*PPM,Run Time CF/PPM,Run Time Inference CF,Run Time Inference PPM
bgmaps,AR0011SR.png,216x224,1.116,0,0,0,0,0,0,0,0,351,325,293,347,357,349,351,359,279,279,1771,2566,1508,1694,1783,1615,1593,1242,279,8753,297.5761890411377,1236.5641593933105,510.8778476715088,861.4635467529297,188.2009506225586,186.03062629699707,177.10304260253906,202.05044746398926,194.0593719482422,473.6287593841553,468.6119556427002
bgmaps,AR0012SR.png,148x139,1.0666666666666667,0,100,100,0,0,100,100,0,50,48,48,50,50,48,48,50,48,48,53,90,72,55,63,57,59,51,48,194,6.996393203735352,15.001058578491211,17.998695373535156,19.983530044555664,13.00191879272461,12.004613876342773,5.993366241455078,7.002353668212891,7.030725479125977,182.53254890441895,157.03916549682617
bgmaps,AR0013SR.png,148x144,1.2542372881355932,0,0,0,0,0,0,0,0,186,82,84,180,186,178,182,200,74,74,785,276,691,732,745,729,748,573,74,363,103.5315990447998,63.532352447509766,138.54408264160156,38.99669647216797,78.56082916259766,83.4968090057373,95.13044357299805,77.54135131835938,60.00065803527832,213.64116668701172,151.53861045837402
bgmaps,AR0014SR.png,148x144,1.008849557522124,0,0,0,0,0,0,0,0,130,122,128,128,128,128,128,122,114,114,293,545,341,263,271,295,312,216,114,139,38.99359703063965,166.69702529907227,75.00624656677246,14.997243881225586,33.00046920776367,31.00752830505371,34.53254699707031,32.99760818481445,25.998592376708984,160.0940227508545,159.09576416015625
bgmaps,AR0015SR.png,88x86,1.2280701754385965,100,100,100,100,100,100,100,100,70,70,70,70,70,70,70,70,70,70,81,166,132,78,86,93,126,72,70,799,15.508890151977539,34.00111198425293,29.9990177154541,79.0104866027832,10.50567626953125,9.006500244140625,12.00246810913086,17.03166961669922,9.964227676391602,70.53804397583008,46.994924545288086
bgmaps,AR0016SR.png,88x86,1.2452830188679245,0,0,0,0,0,0,0,0,78,70,70,68,68,68,68,76,66,66,101,172,148,78,90,95,108,94,66,466,13.999700546264648,43.52283477783203,39.002180099487305,76.00092887878418,11.002540588378906,10.00070571899414,11.522769927978516,13.997793197631836,10.999441146850586,59.52572822570801,59.000253677368164
bgmaps,AR0017SR.png,88x86,1.0232558139534884,100,100,100,100,100,100,100,100,44,44,44,44,44,44,44,44,44,44,44,73,73,46,50,52,54,57,44,402,6.996870040893555,13.00048828125,21.99864387512207,35.99953651428223,4.997014999389648,7.005453109741211,7.000207901000977,7.521867752075195,8.99958610534668,51.01466178894043,52.506446838378906
bgmaps,AR0018SR.png,100x96,1.1475409836065573,0,0,0,100,100,100,100,0,76,76,76,70,70,70,70,76,70,70,76,247,177,75,75,85,101,78,70,775,8.998394012451172,59.51428413391113,45.01152038574219,67.5513744354248,10.000944137573242,7.997035980224609,10.00213623046875,10.998725891113281,9.00125503540039,91.5226936340332,66.01524353027344
bgmaps,AR0020SR.png,80x80,1.0285714285714285,100,100,100,100,100,100,100,100,36,36,36,36,36,36,36,36,36,36,36,56,56,36,36,37,41,45,36,43,6.997585296630859,12.001276016235352,10.999679565429688,4.002094268798828,3.008604049682617,5.024909973144531,3.9644241333007812,4.9991607666015625,4.012823104858398,47.699689865112305,34.94691848754883
bgmaps,AR0021SR.png,60x64,1.1914893617021276,100,0,0,0,0,0,0,0,56,66,66,66,66,66,66,60,56,56,71,126,91,72,77,84,87,70,56,374,13.006448745727539,23.994922637939453,26.528120040893555,46.01097106933594,6.9866180419921875,9.006738662719727,8.996963500976562,9.000062942504883,9.473323822021484,43.569326400756836,23.009777069091797
bgmaps,AR0022SR.png,64x64,1.0217391304347827,100,100,100,100,100,100,100,100,47,47,47,47,47,47,47,47,47,47,47,59,59,47,47,47,47,56,47,78,8.99958610534668,14.516115188598633,15.99884033203125,9.988546371459961,6.987094879150391,5.047798156738281,6.961584091186523,5.513668060302734,6.999731063842773,39.99686241149902,35.03584861755371
bgmaps,AR0041SR.png,80x80,1.04,100,100,100,100,100,100,100,100,26,26,26,26,26,26,26,26,26,26,26,29,29,26,26,26,26,29,26,26,2.9964447021484375,3.999471664428711,7.005929946899414,2.999544143676758,3.997325897216797,4.00090217590332,2.9985904693603516,5.002021789550781,5.015850067138672,51.03468894958496,43.58220100402832
bgmaps,AR0042SR.png,80x80,1.0089285714285714,0,0,0,100,100,100,100,0,115,115,115,113,113,113,113,115,113,113,129,143,143,119,121,122,123,117,113,2427,23.003339767456055,39.5050048828125,39.003610610961914,213.08302879333496,13.998746871948242,12.998819351196289,14.004707336425781,16.525745391845703,15.000104904174805,45.52125930786133,44.995784759521484
bgmaps,AR0043SR.png,80x80,1.05,100,100,100,100,100,100,100,100,21,21,21,21,21,21,21,21,21,21,21,25,25,21,21,22,22,23,21,22,5.002021789550781,6.996870040893555,9.510278701782227,3.0002593994140625,3.997802734375,4.000186920166016,5.002021789550781,3.9968490600585938,4.001379013061523,184.07583236694336,74.99909400939941
bgmaps,AR0044SR.png,80x80,1.024390243902439,100,100,100,100,100,100,100,100,42,42,42,42,42,42,42,42,42,42,42,52,51,42,42,43,46,48,42,42,8.00180435180664,13.003349304199219,15.508413314819336,4.003047943115234,3.9947032928466797,5.002737045288086,5.001068115234375,4.997491836547852,5.000114440917969,38.55299949645996,43.00498962402344
bgmaps,AR0045SR.png,80x80,1.0303030303030303,100,100,100,100,100,100,100,100,34,34,34,34,34,34,34,34,34,34,34,41,41,34,34,34,35,36,34,190,5.972623825073242,7.011175155639648,12.511014938354492,19.00005340576172,3.999948501586914,8.122920989990234,4.020929336547852,3.9975643157958984,5.017518997192383,52.532196044921875,46.00191116333008
bgmaps,AR0046SR.png,80x80,1.0238095238095237,100,100,100,100,100,100,100,100,43,43,43,43,43,43,43,43,43,43,43,51,51,43,43,44,44,51,43,307,7.998943328857422,15.00082015991211,13.998985290527344,32.00197219848633,4.509925842285156,6.001949310302734,4.999399185180664,3.9997100830078125,6.000995635986328,42.53888130187988,37.98818588256836
bgmaps,AR0069SR.png,100x112,1.4642857142857142,0,100,100,100,100,100,100,0,43,41,41,41,41,41,41,45,41,41,53,69,60,49,52,56,60,54,41,268,11.00301742553711,18.51654052734375,16.99686050415039,22.008180618286133,5.509138107299805,5.99980354309082,6.0024261474609375,8.00180435180664,5.995273590087891,155.55834770202637,91.52102470397949
bgmaps,AR0070SR.png,124x134,1.77,0,0,0,0,0,100,100,0,223,179,215,207,183,177,177,223,177,177,1676,1688,1860,1672,1718,587,585,1678,177,2411,254.28271293640137,381.7267417907715,561.8126392364502,296.59438133239746,207.0751190185547,218.109130859375,66.51425361633301,70.5564022064209,206.76088333129883,138.52190971374512,131.0570240020752
bgmaps,AR0071SR.png,140x150,1.5157894736842106,0,100,100,0,100,100,100,0,150,144,144,148,144,144,144,146,144,144,1638,813,1609,950,550,473,268,1781,144,1309,256.5765380859375,184.06343460083008,488.22879791259766,152.0533561706543,135.52021980285645,85.52360534667969,70.5254077911377,32.99689292907715,231.05525970458984,202.0707130432129,166.55302047729492
bgmaps,AR0072SR.png,160x160,1.1486486486486487,0,100,0,0,0,0,0,100,87,85,99,107,107,87,87,85,85,85,102,246,210,221,254,245,206,96,85,948,11.964082717895508,62.5452995300293,53.99131774902344,83.53590965270996,22.998809814453125,27.512788772583008,26.003122329711914,31.998872756958008,11.997699737548828,280.57193756103516,179.1057586669922
bgmaps,AR0082SR.png,52x54,1.0714285714285714,100,100,100,100,100,100,100,100,15,15,15,15,15,15,15,15,15,15,15,18,18,15,15,15,15,15,15,15,1.9986629486083984,5.002021789550781,6.000280380249023,1.0001659393310547,4.008769989013672,3.5028457641601562,1.9993782043457031,2.000570297241211,1.0006427764892578,135.05244255065918,40.99726676940918
bgmaps,AR0201SR.png,140x166,1.6216216216216217,100,0,0,100,0,0,0,0,60,64,62,60,62,62,62,62,60,60,101,132,102,96,103,94,95,91,60,117,14.002084732055664,36.0102653503418,26.266813278198242,22.00174331665039,20.00880241394043,18.514633178710938,16.999244689941406,12.000560760498047,13.000249862670898,288.2070541381836,226.26113891601562
bgmaps,AR0202SR.png,244x208,1.6363636363636365,0,0,0,0,0,0,0,0,132,132,136,134,130,130,130,134,126,126,429,781,538,417,339,339,347,403,126,1288,143.54729652404785,223.05822372436523,111.52505874633789,125.00357627868652,56.00786209106445,36.524057388305664,41.028499603271484,41.00227355957031,41.55540466308594,543.6573028564453,517.1687602996826
bgmaps,AR0203SR.png,76x75,1.435897435897436,100,0,0,100,100,100,100,100,56,58,58,56,56,56,56,56,56,56,64,139,100,63,69,72,78,57,56,158,10.999679565429688,25.513648986816406,22.003173828125,11.995792388916016,13.999462127685547,9.999275207519531,9.000062942504883,11.999845504760742,8.002996444702148,86.01117134094238,68.52436065673828
bgmaps,AR0204SR.png,260x294,1.4478260869565218,0,0,0,0,0,0,0,0,419,381,419,413,399,369,369,499,333,333,7092,2189,5288,5799,5417,4071,2500,4937,333,6793,1162.2447967529297,1526.8375873565674,2876.2338161468506,747.6661205291748,625.6556510925293,572.6392269134521,439.6488666534424,277.1739959716797,521.6579437255859,988.9125823974609,1440.2797222137451
bgmaps,AR0205SR.png,212x214,1.0985915492957747,0,0,0,0,0,0,0,0,92,84,84,96,96,84,86,94,78,78,104,391,317,124,144,174,187,106,78,516,20.514488220214844,103.51848602294922,80.00302314758301,42.01030731201172,14.527559280395508,19.00959014892578,24.444580078125,20.981311798095703,12.031793594360352,642.8048610687256,503.64184379577637
bgmaps,AR0206SR.png,104x128,1.013157894736842,100,100,100,100,100,100,100,0,77,77,77,77,77,77,77,79,77,77,91,116,106,77,77,82,86,92,77,962,13.00358772277832,19.518613815307617,27.00066566467285,80.51204681396484,8.996248245239258,8.998870849609375,9.00411605834961,8.999824523925781,15.998363494873047,99.51901435852051,82.52215385437012
bgmaps,AR0300SR.png,300x300,1.2941176470588236,100,0,0,0,0,0,0,0,110,134,128,112,112,112,112,120,110,108,394,609,522,404,417,423,433,284,110,758,57.51943588256836,206.03489875793457,145.5209255218506,78.52649688720703,48.5234260559082,44.03209686279297,43.97988319396973,48.55465888977051,31.036376953125,1409.2755317687988,1375.2937316894531
bgmaps,AR0301SR.png,92x86,1.8604651162790697,0,0,0,0,0,0,0,0,90,86,88,82,82,84,82,90,80,80,136,167,133,121,122,124,114,137,80,207,25.508642196655273,33.99825096130371,36.00740432739258,17.008304595947266,24.525165557861328,13.002157211303711,13.000011444091797,12.998104095458984,18.0051326751709,186.0215663909912,68.00723075866699
bgmaps,AR0302SR.png,80x86,1.04,100,100,100,100,100,100,100,100,26,26,26,26,26,26,26,26,26,26,26,29,29,26,26,26,26,27,26,28,5.994081497192383,5.99980354309082,6.999015808105469,2.015829086303711,4.980564117431641,3.513336181640625,1.9991397857666016,4.998445510864258,5.000829696655273,73.52566719055176,50.54020881652832
bgmaps,AR0303SR.png,80x86,1.03125,100,100,100,100,100,100,100,100,33,33,33,33,33,33,33,33,33,33,33,43,42,33,34,34,35,37,33,124,5.001544952392578,10.99705696105957,9.999752044677734,9.998798370361328,3.999948501586914,3.0002593994140625,5.004405975341797,3.997325897216797,3.999948501586914,44.05832290649414,44.46554183959961
bgmaps,AR0304SR.png,80x86,1.574468085106383,100,100,0,100,100,100,100,100,74,74,76,74,74,74,74,74,74,74,127,288,194,115,108,112,120,124,74,362,13.001203536987305,69.53048706054688,58.992624282836914,32.999515533447266,12.99738883972168,12.006521224975586,11.528968811035156,14.000415802001953,12.999773025512695,47.00660705566406,37.526845932006836
bgmaps,AR0305SR.png,104x91,1.1956521739130435,100,100,100,100,100,100,100,0,55,55,55,55,55,55,55,57,55,55,67,116,115,70,73,84,93,62,55,520,14.516115188598633,27.017831802368164,22.979259490966797,58.52913856506348,6.99925422668457,8.983373641967773,9.025812149047852,11.196613311767578,7.011175155639648,73.51136207580566,63.00234794616699
bgmaps,AR0306SR.png,84x91,1.2705882352941176,0,0,0,100,100,0,0,0,110,128,138,108,108,110,112,114,108,108,216,888,647,197,208,224,261,146,108,1027,29.996871948242188,239.57157135009766,189.0418529510498,134.55748558044434,25.96282958984375,21.532297134399414,29.993057250976562,34.996986389160156,27.03118324279785,85.00957489013672,54.526567459106445
bgmaps,AR0308SR.png,112x118,1.018181818181818,100,100,100,100,100,100,100,100,56,56,56,56,56,56,56,56,56,56,56,115,132,56,62,71,76,57,56,227,8.016109466552734,25.986433029174805,35.50982475280762,20.510435104370117,7.001638412475586,6.998777389526367,7.999897003173828,9.000778198242188,6.999731063842773,216.03703498840332,97.52416610717773
bgmaps,AR0309SR.png,120x118,1.3980582524271845,0,0,0,0,0,0,0,0,166,154,154,152,152,156,156,168,144,144,728,477,683,490,319,279,285,757,144,1333,101.51362419128418,118.5157299041748,125.53048133850098,111.54651641845703,50.997018814086914,32.51767158508301,35.997867584228516,32.99689292907715,73.53019714355469,137.07208633422852,109.51972007751465
bgmaps,AR0310SR.png,80x80,1.088235294117647,100,100,100,100,100,100,100,100,37,37,37,37,37,37,37,37,37,37,37,49,48,37,38,40,46,42,37,143,3.9963722229003906,7.001399993896484,9.997844696044922,14.000654220581055,5.00035285949707,5.998849868774414,7.999420166015625,8.000850677490234,6.997823715209961,52.536964416503906,41.99862480163574
bgmaps,AR0311SR.png,52x54,1.0384615384615385,100,100,100,100,100,100,100,100,27,27,27,27,27,27,27,27,27,27,27,31,31,27,27,27,27,27,27,32,4.9877166748046875,7.999658584594727,11.001348495483398,3.000020980834961,4.000186920166016,3.999948501586914,4.0073394775390625,4.996776580810547,4.997014999389648,27.023792266845703,27.521371841430664
bgmaps,AR0312SR.png,52x54,1.0714285714285714,100,100,100,100,100,100,100,100,15,15,15,15,15,15,15,15,15,15,15,17,17,15,15,15,15,15,15,18,1.5091896057128906,2.0096302032470703,2.9993057250976562,1.9998550415039062,3.0002593994140625,2.0008087158203125,3.000020980834961,3.0050277709960938,2.994537353515625,27.00352668762207,28.007984161376953
bgmaps,AR0313SR.png,60x64,1.25,100,100,100,100,100,100,100,100,25,25,25,25,25,25,25,25,25,25,26,38,35,27,28,28,29,26,25,66,4.001855850219727,7.996797561645508,8.003711700439453,9.000062942504883,3.508329391479492,4.007816314697266,4.000186920166016,3.996610641479492,3.999948501586914,37.0030403137207,33.51426124572754
bgmaps,AR0314SR.png,64x70,1.0277777777777777,100,100,100,100,100,100,100,100,37,37,37,37,37,37,37,37,37,37,37,45,44,38,38,38,38,43,37,271,7.005453109741211,6.995439529418945,6.999492645263672,36.042213439941406,5.029439926147461,4.489421844482422,7.002830505371094,6.001472473144531,5.002737045288086,52.9940128326416,36.521196365356445
bgmaps,AR0315SR.png,52x54,1.1304347826086956,100,100,100,100,100,100,100,100,26,26,26,26,26,26,26,26,26,26,26,38,37,26,26,26,26,36,26,27,6.000518798828125,8.997678756713867,8.999347686767578,2.9997825622558594,4.002094268798828,3.004312515258789,2.999544143676758,5.00035285949707,6.511926651000977,32.000064849853516,33.52475166320801
bgmaps,AR0316SR.png,64x70,1.0555555555555556,100,100,100,100,100,100,100,100,19,19,19,19,19,19,19,19,19,19,19,23,23,19,19,19,20,22,19,63,3.0028820037841797,3.0069351196289062,3.0002593994140625,7.997989654541016,4.000425338745117,3.0040740966796875,1.9989013671875,2.000093460083008,3.000020980834961,38.00082206726074,33.99777412414551
bgmaps,AR0317SR.png,64x70,1.0217391304347827,100,100,100,100,100,100,100,100,47,47,47,47,47,47,47,47,47,47,47,58,58,47,47,47,52,53,47,47,5.996942520141602,10.000228881835938,12.009859085083008,6.000280380249023,5.001544952392578,6.00123405456543,6.998538970947266,7.001161575317383,6.999969482421875,34.51418876647949,35.999298095703125
bgmaps,AR0318SR.png,60x64,1.275,0,0,0,0,0,0,0,0,53,53,53,53,53,53,53,53,51,51,53,134,96,54,54,56,62,55,51,282,7.997751235961914,34.03592109680176,24.472713470458984,25.96902847290039,5.996942520141602,6.000041961669922,7.002830505371094,7.003307342529297,6.9980621337890625,35.52842140197754,35.00175476074219
bgmaps,AR0319SR.png,52x54,1.037037037037037,100,100,100,100,100,100,100,100,28,28,28,28,28,28,28,28,28,28,28,37,37,28,28,28,28,34,28,28,5.0144195556640625,6.9828033447265625,10.001420974731445,2.9990673065185547,3.0066967010498047,4.002571105957031,4.997491836547852,4.511117935180664,2.9997825622558594,30.00330924987793,27.996063232421875
bgmaps,AR0325SR.png,52x54,1.0666666666666667,100,100,100,100,100,100,100,100,16,16,16,16,16,16,16,16,16,16,16,20,19,16,16,16,16,16,16,29,2.993345260620117,4.999399185180664,4.004716873168945,3.9730072021484375,3.0231475830078125,2.977132797241211,2.9969215393066406,0.9975433349609375,1.9993782043457031,23.001670837402344,24.0018367767334
bgmaps,AR0330SR.png,56x54,1.027027027027027,0,0,0,0,0,0,0,0,40,40,40,40,40,40,40,40,38,38,40,47,47,40,41,43,45,40,38,40,4.504919052124023,8.002519607543945,11.99650764465332,4.997491836547852,6.004810333251953,6.998300552368164,5.9986114501953125,6.000518798828125,6.999492645263672,34.00444984436035,25.002002716064453
bgmaps,AR0331SR.png,72x80,1.8285714285714285,0,100,0,0,0,0,0,0,94,64,92,94,90,90,90,94,64,64,114,156,128,98,106,112,115,115,64,286,13.00048828125,32.51481056213379,40.00663757324219,23.00262451171875,12.004375457763672,14.522075653076172,11.99650764465332,15.002727508544922,15.000104904174805,58.528900146484375,41.00322723388672
bgmaps,AR0332SR.png,56x59,1.0416666666666667,100,100,100,100,100,100,100,100,25,25,25,25,25,25,25,25,25,25,25,28,28,25,25,25,25,28,25,25,2.9964447021484375,7.000446319580078,6.999492645263672,1.9984245300292969,3.000497817993164,2.9997825622558594,4.004240036010742,3.9975643157958984,4.99725341796875,38.52987289428711,29.005050659179688
bgmaps,AR0334SR.png,60x64,1.1851851851851851,100,100,100,100,100,100,100,100,32,32,32,32,32,32,32,32,32,32,34,47,47,35,38,38,39,35,32,71,4.9953460693359375,8.997917175292969,8.00466537475586,5.998134613037109,4.9991607666015625,5.001068115234375,4.999399185180664,6.000518798828125,5.000829696655273,26.027917861938477,30.516624450683594
bgmaps,AR0335SR.png,52x54,1.28,100,100,100,100,100,100,100,100,32,32,32,32,32,32,32,32,32,32,60,51,52,43,41,41,42,41,32,120,10.996580123901367,10.003805160522461,12.022972106933594,16.00050926208496,6.99925422668457,8.004188537597656,5.997657775878906,4.000186920166016,4.001855850219727,28.003931045532227,28.521299362182617
bgmaps,AR0401SR.png,52x59,1.0555555555555556,100,100,100,100,100,100,100,100,19,19,19,19,19,19,19,19,19,19,19,25,25,19,19,19,19,30,19,19,3.9987564086914062,5.00035285949707,7.00068473815918,2.999544143676758,5.00035285949707,3.9997100830078125,4.00543212890625,3.999471664428711,6.000757217407227,60.00471115112305,31.51416778564453
bgmaps,AR0402SR.png,56x59,1.0588235294117647,100,100,100,100,100,100,100,100,18,18,18,18,18,18,18,18,18,18,18,21,21,18,18,18,18,18,18,18,4.004240036010742,5.999326705932617,7.005929946899414,2.000093460083008,3.999471664428711,4.001140594482422,3.998994827270508,2.9993057250976562,2.999544143676758,38.00177574157715,39.00408744812012
bgmaps,AR0403SR.png,56x59,1.0285714285714285,100,100,100,100,100,100,100,100,36,36,36,36,36,36,36,36,36,36,36,46,46,36,37,39,46,37,36,37,5.999565124511719,8.000612258911133,6.999731063842773,3.0002593994140625,4.00090217590332,3.9992332458496094,4.000186920166016,4.999876022338867,4.000663757324219,27.524471282958984,34.00826454162598
bgmaps,AR0404SR.png,204x251,1.752808988764045,0,0,0,100,0,0,0,0,160,164,178,156,164,162,162,162,156,156,276,1170,475,290,333,358,364,224,156,2435,47.000885009765625,268.6433792114258,138.51499557495117,214.66302871704102,29.967784881591797,33.00118446350098,44.52037811279297,40.99750518798828,28.008699417114258,511.1889839172363,510.67304611206055
bgmaps,AR0405SR.png,176x176,1.1428571428571428,100,100,100,100,100,100,100,100,72,72,72,72,72,72,72,72,72,72,72,172,136,77,82,85,93,81,72,505,12.996912002563477,35.996198654174805,36.51690483093262,39.01219367980957,8.993387222290039,8.050203323364258,8.97359848022461,10.539531707763672,9.035110473632812,327.5799751281738,225.57950019836426
bgmaps,AR0406SR.png,244x192,1.0526315789473684,0,0,0,0,0,0,0,0,146,142,148,146,146,146,144,146,140,140,236,292,278,175,183,218,241,179,140,916,30.515670776367188,57.00254440307617,56.522369384765625,72.51667976379395,19.042491912841797,19.51313018798828,26.999950408935547,32.00364112854004,39.52908515930176,390.1486396789551,376.65557861328125
bgmaps,AR0407SR.png,52x54,1.037037037037037,100,100,100,100,100,100,100,100,28,28,28,28,28,28,28,28,28,28,28,48,48,28,34,35,36,28,28,29,2.9973983764648438,5.99980354309082,7.519245147705078,2.998828887939453,3.0012130737304688,3.9968490600585938,3.0007362365722656,6.002902984619141,2.9997825622558594,44.9976921081543,29.020071029663086
bgmaps,AR0408SR.png,50x50,1.0588235294117647,100,100,100,100,100,100,100,100,18,18,18,18,18,18,18,18,18,18,18,21,21,18,18,18,18,18,18,19,3.996610641479492,4.000425338745117,5.999565124511719,3.0028820037841797,2.9973983764648438,2.000093460083008,1.9996166229248047,2.000093460083008,2.9997825622558594,22.013187408447266,27.141571044921875
bgmaps,AR0409SR.png,52x54,1.0625,100,100,100,100,100,100,100,100,17,17,17,17,17,17,17,17,17,17,17,22,22,17,17,17,17,17,17,45,3.0002593994140625,4.999876022338867,3.0007362365722656,3.000020980834961,2.000093460083008,1.9996166229248047,1.0006427764892578,1.9993782043457031,2.0029544830322266,22.54033088684082,26.97920799255371
bgmaps,AR0410SR.png,92x96,1.0232558139534884,100,100,100,100,100,100,100,100,44,44,44,44,44,44,44,44,44,44,44,56,54,44,44,44,45,53,44,44,8.505821228027344,9.002685546875,9.000062942504883,2.9985904693603516,5.015134811401367,4.98509407043457,4.999876022338867,3.999948501586914,6.000041961669922,60.52875518798828,45.001983642578125
bgmaps,AR0411SR.png,232x272,1.6262135922330097,0,0,0,0,0,0,0,0,385,353,357,361,349,345,347,385,335,335,2843,2007,2785,2246,2040,1959,1887,2712,335,3290,302.55770683288574,531.9881439208984,595.1426029205322,356.5375804901123,215.11340141296387,192.04115867614746,185.03928184509277,181.02502822875977,259.540319442749,631.6661834716797,692.6944255828857
bgmaps,AR0412SR.png,160x160,1.0693069306930694,0,0,0,0,0,0,0,0,122,112,110,112,110,112,112,124,108,108,350,298,151,133,154,160,164,306,108,963,36.992788314819336,73.5163688659668,35.00247001647949,121.52934074401855,30.00926971435547,30.51900863647461,28.999805450439453,19.00005340576172,34.52873229980469,218.55664253234863,207.0600986480713
bgmaps,AR0413SR.png,108x118,1.0294117647058822,100,100,100,100,100,100,100,100,35,35,35,35,35,35,35,35,35,35,35,49,48,35,35,35,36,50,35,35,3.998994827270508,7.000207901000977,7.999897003173828,2.9997825622558594,4.00090217590332,3.9997100830078125,3.9975643157958984,3.999948501586914,5.008459091186523,103.52563858032227,76.51853561401367
bgmaps,AR0414SR.png,300x300,1.3594771241830066,0,0,0,0,0,0,0,0,242,272,290,242,242,234,236,246,208,208,1825,2481,2400,2011,1997,2022,2027,2030,208,2652,363.09027671813965,2057.7659606933594,956.6361904144287,257.9960823059082,196.11310958862305,202.3184299468994,198.05526733398438,205.02114295959473,195.02639770507812,1221.3327884674072,2342.7257537841797
bgmaps,AR0415SR.png,52x54,1.0416666666666667,100,100,100,100,100,100,100,100,25,25,25,25,25,25,25,25,25,25,25,36,36,25,25,25,27,35,25,26,4.997968673706055,7.5130462646484375,8.999824523925781,4.001617431640625,5.0048828125,3.9947032928466797,4.000186920166016,5.9967041015625,5.999565124511719,47.00517654418945,33.00929069519043
bgmaps,AR0416SR.png,52x54,1.0434782608695652,100,100,100,100,100,100,100,100,24,24,24,24,24,24,24,24,24,24,24,27,27,24,24,24,24,24,24,88,2.9985904693603516,3.9992332458496094,4.000186920166016,10.998964309692383,4.509687423706055,3.9992332458496094,4.001140594482422,4.998683929443359,4.00090217590332,27.55570411682129,24.988651275634766
bgmaps,AR0417SR.png,52x54,1.04,100,100,100,100,100,100,100,100,26,26,26,26,26,26,26,26,26,26,26,28,28,26,26,26,26,26,26,56,2.991199493408203,4.002809524536133,4.002571105957031,4.999399185180664,3.0002593994140625,3.004789352416992,3.0002593994140625,3.000020980834961,5.001068115234375,25.00176429748535,27.00018882751465
bgmaps,AR0418SR.png,84x75,1.05,100,100,100,100,100,100,100,100,21,21,21,21,21,21,21,21,21,21,21,24,24,21,21,21,23,22,21,21,2.997159957885742,2.998828887939453,6.000280380249023,1.9993782043457031,2.9993057250976562,1.9998550415039062,3.004789352416992,1.9998550415039062,2.000093460083008,105.5150032043457,46.01311683654785
bgmaps,AR0420SR.png,60x64,1.04,100,100,100,100,100,100,100,100,26,26,26,26,26,26,26,26,26,26,26,33,33,26,26,27,30,32,26,26,3.997802734375,7.999420166015625,8.000373840332031,3.0019283294677734,4.99725341796875,5.999565124511719,4.001379013061523,5.999326705932617,6.001472473144531,25.511741638183594,28.00130844116211
bgmaps,AR0500SR.png,300x300,1.0268817204301075,0,0,0,100,100,100,100,0,213,193,193,191,191,191,191,221,191,191,1391,386,367,436,301,275,265,1349,191,729,235.0468635559082,120.99313735961914,131.52503967285156,75.51193237304688,49.00050163269043,36.52667999267578,33.00070762634277,37.9946231842041,149.05881881713867,1892.0762538909912,1788.1810665130615
bgmaps,AR0501SR.png,56x54,1.0344827586206897,100,100,100,100,100,100,100,100,30,30,30,30,30,30,30,30,30,30,30,40,40,30,30,30,31,33,30,30,7.000446319580078,11.0015869140625,12.998819351196289,4.507303237915039,6.000757217407227,6.000995635986328,7.002115249633789,7.001399993896484,6.998300552368164,45.52912712097168,40.998220443725586
bgmaps,AR0503SR.png,68x75,1.5,100,100,100,100,100,100,100,100,27,27,27,27,27,27,27,27,27,27,33,48,37,32,28,31,33,27,27,101,8.00323486328125,12.998104095458984,8.998394012451172,10.003089904785156,4.000186920166016,4.51970100402832,6.000757217407227,2.996206283569336,6.000041961669922,82.52930641174316,60.52541732788086
bgmaps,AR0504SR.png,160x160,1.4181818181818182,0,100,0,0,0,0,0,0,84,78,88,84,80,80,80,92,78,78,127,221,173,136,139,132,133,130,78,284,23.99897575378418,46.51212692260742,58.5169792175293,21.026134490966797,15.544414520263672,14.998435974121094,12.998342514038086,15.000343322753906,15.999317169189453,262.0837688446045,281.5694808959961
bgmaps,AR0505SR.png,160x160,1.0222222222222221,100,100,100,100,100,100,100,100,46,46,46,46,46,46,46,46,46,46,46,71,71,50,55,55,55,46,46,48,7.004737854003906,27.51636505126953,27.998685836791992,9.514093399047852,11.997222900390625,12.001514434814453,11.0015869140625,14.997243881225586,12.001991271972656,173.06160926818848,231.05382919311523
