From,Name,Size,Instance Complexity,Optimal Found CF,Optimal Found PPM+MAN,Optimal Found PPM+CF,Optimal Found CF+0.25*PPM,Optimal Found CF+0.50*PPM,Optimal Found CF+0.75*PPM,Optimal Found CF+1*PPM,Optimal Found CF/PPM,Predicted Path Length CF,Predicted Path Length PPM+MAN,Predicted Path Length PPM+CF,Predicted Path Length CF+0.25*PPM,Predicted Path Length CF+0.50*PPM,Predicted Path Length CF+0.75*PPM,Predicted Path Length CF+1*PPM,Predicted Path Length CF/PPM,Ground Truth Path Length,Manhattan Path Length,Expansion CF,Expansion PPM+MAN,Expansion PPM+CF,Expansion CF+0.25*PPM,Expansion CF+0.50*PPM,Expansion CF+0.75*PPM,Expansion CF+1*PPM,Expansion CF/PPM,Expansion GT,Expansion Manhattan,Run Time CF,Run Time PPM+MAN,Run Time PPM+CF,Run Time Manhattan,Run Time CF+0.25*PPM,Run Time CF+0.50*PPM,Run Time CF+0.75*PPM,Run Time CF+1*PPM,Run Time CF/PPM,Run Time Inference CF,Run Time Inference PPM
street,Denver_2_256.png,256x256,1.010204081632653,100,100,100,100,100,100,100,0,99,99,99,99,99,99,99,101,99,99,99,188,188,115,125,131,136,106,99,1498,19.99807357788086,46.52810096740723,64.99457359313965,143.04137229919434,12.99738883972168,13.999700546264648,14.041662216186523,14.984369277954102,12.009143829345703,821.1824893951416,755.2108764648438
street,London_0_1024.png,300x300,1.0116279069767442,100,100,100,100,100,100,100,100,87,87,87,87,87,87,87,87,87,87,87,286,284,89,106,127,138,87,87,1863,11.993169784545898,58.52389335632324,77.51059532165527,142.49467849731445,10.008096694946289,11.517524719238281,14.030933380126953,14.98866081237793,9.983539581298828,1428.3502101898193,1159.4672203063965
street,London_0_256.png,256x256,1.4152046783625731,0,0,0,0,0,0,0,0,262,260,286,270,266,260,260,266,242,242,4345,1852,2116,1138,1146,1158,1214,1830,242,3995,488.60836029052734,555.2022457122803,483.5829734802246,387.5620365142822,115.04101753234863,116.52684211730957,112.52093315124512,124.53579902648926,176.05018615722656,805.1609992980957,786.6487503051758
street,London_0_512.png,300x300,1.1168831168831168,0,0,0,0,0,0,0,0,266,462,436,264,264,268,268,280,258,258,1152,6958,6275,1262,1343,1558,1632,830,258,6840,143.51344108581543,6384.624242782593,5734.67493057251,860.1000308990479,133.54039192199707,153.0458927154541,165.5292510986328,175.03976821899414,91.53628349304199,1373.3057975769043,1191.206693649292
street,London_1_1024.png,300x300,1.152,0,0,0,0,0,0,0,0,152,160,160,152,152,146,146,178,144,144,675,600,598,702,711,726,744,746,144,2165,85.51478385925293,148.02956581115723,132.52615928649902,165.02737998962402,71.00486755371094,71.52366638183594,82.52310752868652,78.84025573730469,79.02860641479492,1487.8017902374268,1222.2366333007812
street,London_1_256.png,256x256,1.0233766233766233,0,0,0,0,0,0,0,0,436,472,472,442,418,460,460,506,394,394,861,3814,3419,933,963,1103,1026,940,394,14511,104.51602935791016,2295.924663543701,2246.7145919799805,1227.6830673217773,98.48237037658691,109.5271110534668,122.05076217651367,113.52682113647461,104.52508926391602,819.2331790924072,790.245771408081
street,London_1_512.png,300x300,1.0047619047619047,0,0,0,0,0,0,0,0,241,287,287,241,241,241,237,245,211,211,567,3162,2961,611,625,653,655,368,211,5561,84.52892303466797,1562.960147857666,1583.9617252349854,448.1632709503174,62.51025199890137,65.5210018157959,66.00165367126465,68.5126781463623,39.505958557128906,1503.5996437072754,1287.2273921966553
street,London_2_1024.png,300x300,1.075,0,0,0,0,0,0,0,0,459,527,527,449,449,457,455,413,387,387,3253,11869,10734,3122,3244,3592,3572,688,387,17548,380.6006908416748,15358.261346817017,17839.102268218994,2710.186719894409,340.5928611755371,349.1959571838379,382.1125030517578,400.1507759094238,79.03003692626953,1542.7472591400146,1232.5325012207031
street,London_2_256.png,256x256,1.0460251046025104,0,0,0,0,0,0,0,0,302,280,280,292,292,264,264,344,250,250,1302,1648,1551,710,667,850,814,645,250,356,159.5156192779541,590.2254581451416,538.1791591644287,28.999805450439453,75.51217079162598,76.01261138916016,89.51449394226074,89.16020393371582,72.51214981079102,843.747615814209,860.2628707885742
street,London_2_512.png,300x300,1.1472868217054264,0,0,0,0,0,0,0,0,162,246,244,162,166,166,166,164,148,146,286,1650,1707,288,288,309,335,202,148,1091,37.001848220825195,710.5035781860352,611.0985279083252,103.50918769836426,32.00030326843262,32.53173828125,36.00144386291504,40.00091552734375,27.608394622802734,1262.75634765625,1338.8078212738037
street,Milan_0_256.png,256x256,1.0931372549019607,0,0,0,0,0,0,0,0,293,247,313,289,285,287,287,537,223,223,3492,7724,5599,3757,3688,3718,3848,3150,223,7894,520.7054615020752,4462.206602096558,2729.4046878814697,668.6534881591797,380.5806636810303,368.0882453918457,364.0720844268799,368.58201026916504,317.5687789916992,1118.8137531280518,988.3205890655518
street,Milan_0_512.png,300x300,2.119047619047619,0,0,0,0,0,0,0,0,335,353,417,335,335,333,337,425,267,267,12061,12072,12491,12228,12861,12571,13790,6065,267,13057,1441.0293102264404,6150.30574798584,8002.93755531311,1036.3669395446777,1173.877477645874,1387.727975845337,1278.425931930542,1481.9023609161377,653.0938148498535,1391.326904296875,1364.2263412475586
street,Milan_1_1024.png,300x300,1.2007299270072993,0,0,0,0,0,0,0,0,353,475,469,351,347,349,349,357,329,329,1394,4310,4248,1376,1372,1393,1413,716,329,3315,228.08241844177246,2328.2763957977295,2608.917474746704,253.6020278930664,138.53740692138672,136.5194320678711,137.0706558227539,138.52977752685547,72.50857353210449,1527.7855396270752,1283.48708152771
street,Milan_1_256.png,256x256,1.0039525691699605,0,0,0,0,0,0,0,0,264,406,412,272,276,272,274,286,254,254,390,4916,5340,540,752,808,836,316,254,1671,57.99508094787598,4399.90234375,5452.809810638428,141.61443710327148,56.53548240661621,79.54025268554688,91.54868125915527,98.5267162322998,44.001102447509766,811.2218379974365,909.8188877105713
street,Milan_1_512.png,300x300,1.0040650406504066,0,0,0,0,0,0,0,0,251,397,399,249,249,249,249,253,247,247,264,6407,5017,317,355,377,411,260,247,9937,40.51566123962402,7518.409729003906,4682.791709899902,765.343189239502,39.992570877075195,43.54214668273926,45.99332809448242,51.58281326293945,34.9726676940918,1462.3491764068604,1291.3234233856201
street,Milan_2_1024.png,300x300,1.1928571428571428,0,0,0,0,0,0,0,0,183,211,197,199,197,183,183,199,167,165,1262,1830,1236,1527,1605,1406,1427,631,167,3715,181.8981170654297,836.2607955932617,405.15708923339844,285.28475761413574,148.53858947753906,172.84798622131348,185.65130233764648,145.5085277557373,65.53101539611816,1388.3826732635498,1490.8702373504639
street,Milan_2_256.png,256x256,1.017283950617284,0,0,0,0,0,0,0,0,452,654,654,454,462,458,456,470,412,412,821,4833,4430,872,932,1013,1030,661,412,18688,170.03464698791504,5908.435106277466,5760.4310512542725,2799.785375595093,99.50518608093262,97.53251075744629,106.5225601196289,111.05966567993164,71.99501991271973,870.530366897583,760.7207298278809
street,Milan_2_512.png,300x300,1.0042372881355932,0,0,0,0,0,0,0,0,247,319,347,241,241,239,241,249,237,237,307,3655,2953,293,330,361,393,277,237,237,47.00136184692383,2470.0310230255127,2772.815704345703,51.0869026184082,45.000314712524414,59.03506278991699,60.00065803527832,74.51272010803223,44.512033462524414,1345.7419872283936,1299.8323440551758
street,Moscow_0_1024.png,300x300,1.0612244897959184,0,0,0,0,0,0,0,0,172,228,228,172,178,178,178,172,156,156,304,2280,2256,329,358,374,391,226,156,3588,91.52507781982422,2226.269483566284,2001.4805793762207,838.2551670074463,52.002906799316406,55.539846420288086,89.49971199035645,83.52208137512207,56.01024627685547,2173.170328140259,2139.322280883789
street,Moscow_0_256.png,256x256,1.0315789473684212,0,0,0,0,0,0,0,0,102,102,102,102,102,102,102,102,98,98,103,385,391,128,161,160,173,102,98,929,26.507854461669922,168.548583984375,154.04415130615234,98.03462028503418,16.00027084350586,19.000530242919922,19.999027252197266,25.04134178161621,12.000322341918945,1226.701021194458,1060.2490901947021
street,Moscow_0_512.png,300x300,1.0029154518950438,0,0,0,100,100,100,0,0,358,356,356,344,344,344,346,398,344,344,497,2152,2110,394,451,500,542,435,344,10531,123.63576889038086,1236.8237972259521,1214.4920825958252,1158.7495803833008,55.51505088806152,64.01228904724121,75.51240921020508,81.52627944946289,59.001922607421875,2142.681121826172,1991.5645122528076
street,Moscow_1_1024.png,300x300,1.2386363636363635,0,0,0,0,0,0,0,0,385,373,373,357,359,353,351,465,327,325,3376,4664,4275,2946,2921,2807,2869,1989,327,15147,555.2282333374023,3675.898313522339,3083.5916996002197,2481.0168743133545,437.09707260131836,435.6496334075928,459.8276615142822,415.7838821411133,255.55777549743652,1971.637487411499,1740.6268119812012
street,Moscow_1_256.png,256x256,1.123931623931624,0,0,0,0,0,0,0,0,277,379,335,285,281,283,281,367,263,263,6913,6848,7884,7206,6732,6210,6060,6313,263,5910,995.2731132507324,6548.814058303833,8729.899883270264,948.6463069915771,1123.0294704437256,986.4342212677002,925.1339435577393,773.5626697540283,855.6923866271973,1201.4095783233643,945.8138942718506
street,Moscow_1_512.png,300x300,1.0054347826086956,0,0,0,0,100,0,100,0,209,231,231,193,185,187,185,247,185,185,794,2426,2348,545,391,439,322,457,185,280,170.52268981933594,1495.784044265747,1470.0939655303955,31.00109100341797,74.37682151794434,53.99441719055176,63.51971626281738,91.53485298156738,81.5286636352539,2045.6290245056152,1776.7729759216309
street,Moscow_2_1024.png,300x300,1.0033112582781456,0,0,0,0,0,0,0,0,317,357,357,321,317,323,325,325,303,303,413,4238,4210,472,553,613,669,348,303,12115,92.52142906188965,3701.4126777648926,3677.274703979492,1633.519172668457,85.50500869750977,105.50522804260254,120.38064002990723,106.51469230651855,63.52663040161133,1970.5910682678223,1615.2338981628418
street,Moscow_2_256.png,256x256,1.0038022813688212,0,0,0,0,0,0,0,0,298,296,296,270,292,292,292,302,264,264,398,3969,3909,455,505,603,683,313,264,1287,97.52082824707031,3000.1111030578613,3365.6294345855713,122.50041961669922,57.039737701416016,68.48621368408203,81.52627944946289,91.5229320526123,38.996219635009766,1366.5785789489746,1131.4263343811035
street,Moscow_2_512.png,300x300,1.002849002849003,0,0,0,0,0,0,0,0,526,508,508,420,420,424,410,542,352,352,2101,4387,3548,991,989,1009,1029,918,352,3172,387.099027633667,3675.5340099334717,2522.5906372070312,379.6529769897461,236.35578155517578,191.0879611968994,173.31194877624512,155.0452709197998,146.52156829833984,1961.0953330993652,1711.6084098815918
street,NewYork_0_1024.png,300x300,1.005952380952381,0,0,0,100,100,100,100,0,195,175,175,169,169,169,169,173,169,169,760,1198,1039,209,222,247,266,176,169,184,171.63848876953125,425.43888092041016,483.0811023712158,17.999887466430664,60.089111328125,76.0035514831543,45.389652252197266,76.5373706817627,27.99844741821289,2294.532537460327,1746.000051498413
street,NewYork_0_256.png,256x256,1.0112359550561798,100,100,100,100,100,100,100,100,90,90,90,90,90,90,90,90,90,90,91,139,123,93,93,94,94,90,90,1053,20.999670028686523,50.00424385070801,44.51417922973633,110.5339527130127,12.99428939819336,12.002944946289062,14.027595520019531,14.51420783996582,11.98124885559082,1280.423641204834,930.0100803375244
street,NewYork_0_512.png,300x300,1.4085365853658536,0,0,0,0,0,0,0,0,249,325,295,239,251,251,251,263,231,229,2071,2828,2631,2064,2027,2132,2161,789,231,5163,369.57335472106934,1830.258846282959,2069.716453552246,544.6224212646484,286.5622043609619,288.61165046691895,381.1800479888916,359.79604721069336,131.544828414917,1783.0522060394287,1659.8801612854004
street,NewYork_1_1024.png,300x300,1.0404624277456647,0,0,0,0,0,0,0,0,202,200,200,182,182,184,186,202,180,180,361,1490,936,207,229,281,318,274,180,3431,79.51474189758301,1035.2673530578613,571.6145038604736,761.3070011138916,46.00691795349121,32.06944465637207,57.997703552246094,63.109397888183594,47.00589179992676,2568.941116333008,2094.3708419799805
street,NewYork_1_256.png,256x256,1.0583333333333333,0,0,0,100,100,100,100,0,129,143,143,127,127,127,127,131,127,127,184,463,401,158,177,205,220,146,127,1261,69.53763961791992,337.6297950744629,409.6705913543701,269.9270248413086,22.004365921020508,34.5158576965332,44.00205612182617,46.51498794555664,28.995990753173828,1280.8902263641357,1929.2967319488525
street,NewYork_1_512.png,300x300,1.6209677419354838,0,0,0,0,0,0,0,0,239,253,259,239,239,235,217,257,201,199,1983,3583,2547,1979,2047,2304,2095,765,201,3980,434.64183807373047,1962.430477142334,1731.5914630889893,716.1452770233154,406.65578842163086,463.7889862060547,346.05932235717773,370.97907066345215,139.42718505859375,2066.692352294922,2060.03737449646
street,NewYork_2_1024.png,300x300,1.1672597864768683,0,0,0,0,0,0,0,0,364,548,574,362,356,368,360,396,328,328,2679,7193,7514,3039,2997,3231,3064,1058,328,9122,488.12246322631836,16317.848205566406,17075.17385482788,1455.6586742401123,424.12757873535156,480.14235496520996,455.2121162414551,480.5729389190674,138.0593776702881,2130.476951599121,1743.9322471618652
street,NewYork_2_256.png,256x256,1.3049645390070923,0,0,0,0,0,0,0,0,200,236,236,200,206,206,208,200,184,184,1073,1880,1790,1178,1246,1245,1266,361,184,3606,218.0321216583252,1042.884111404419,989.6214008331299,466.68434143066406,193.2203769683838,200.4249095916748,214.64943885803223,240.97895622253418,54.99911308288574,1225.8481979370117,1091.0086631774902
street,NewYork_2_512.png,300x300,1.003717472118959,0,0,0,100,0,0,0,0,272,398,392,270,280,274,276,284,270,270,321,3576,3559,338,365,397,422,329,270,4345,108.53981971740723,5464.5421504974365,4317.898273468018,447.6196765899658,49.00383949279785,58.524131774902344,55.00006675720215,55.51719665527344,59.00883674621582,2471.919059753418,2489.2945289611816
street,Paris_0_1024.png,300x300,1.0226244343891402,0,0,0,0,0,0,0,0,244,366,366,244,244,244,244,322,226,226,844,4051,3981,295,290,294,300,928,226,4079,192.0490264892578,3473.367691040039,3758.739709854126,397.4752426147461,57.00540542602539,44.510841369628906,48.00009727478027,51.17440223693848,126.52063369750977,1973.0265140533447,1735.2986335754395
street,Paris_0_256.png,256x256,1.1341463414634145,0,0,0,0,0,0,0,0,101,97,99,97,97,97,97,119,93,93,339,667,766,123,130,143,150,263,93,1188,74.51343536376953,239.55655097961426,256.06250762939453,191.10369682312012,19.004344940185547,15.999555587768555,18.00227165222168,24.533510208129883,35.99882125854492,1208.1804275512695,1062.2687339782715
street,Paris_0_512.png,300x300,1.8523489932885906,0,0,0,0,0,0,0,0,294,342,354,294,304,290,292,438,276,274,9208,12057,11823,9266,9891,9992,10034,5656,276,16154,1236.2065315246582,6864.697694778442,8564.595699310303,2620.5368041992188,1746.9813823699951,1745.2948093414307,1962.7923965454102,1975.1460552215576,1013.5753154754639,2092.2486782073975,1696.6681480407715
street,Paris_1_1024.png,300x300,1.1923076923076923,0,0,0,0,0,0,0,0,233,293,293,233,225,227,233,235,217,213,742,2050,2217,817,763,801,884,372,217,2756,271.59929275512695,2310.11700630188,2063.431978225708,324.60999488830566,107.60664939880371,93.43767166137695,104.53009605407715,105.52573204040527,55.53436279296875,2504.3647289276123,3646.5728282928467
street,Paris_1_256.png,256x256,1.20625,0,0,0,0,0,0,0,0,221,223,233,201,217,215,217,237,193,193,1682,2125,2974,426,1147,1255,1308,781,193,5027,290.5731201171875,830.735445022583,1569.2448616027832,883.2435607910156,67.01040267944336,178.04288864135742,169.60406303405762,199.6452808380127,119.13228034973145,1148.017406463623,1013.2596492767334
street,Paris_1_512.png,300x300,1.0119047619047619,0,0,0,0,0,0,0,0,293,303,303,293,291,291,291,297,255,255,485,2734,2608,491,557,648,680,394,255,7219,115.87834358215332,2482.44571685791,2216.3033485412598,732.3505878448486,77.53753662109375,83.5273265838623,92.53311157226562,93.99819374084473,83.5108757019043,2045.107364654541,1933.1669807434082
street,Paris_2_1024.png,300x300,1.085427135678392,0,0,0,100,100,100,100,0,220,262,248,216,216,216,216,220,216,216,444,2036,1258,419,419,422,431,383,216,2904,108.5207462310791,1312.56103515625,484.6773147583008,303.424596786499,63.52853775024414,57.02805519104004,62.36433982849121,55.991411209106445,54.52132225036621,2276.376724243164,1934.1754913330078
street,Paris_2_256.png,256x256,1.010752688172043,100,0,0,100,100,100,0,100,94,100,100,94,94,94,98,94,94,94,94,467,460,122,139,152,175,94,94,956,17.99750328063965,186.04278564453125,149.5366096496582,90.51942825317383,17.004728317260742,20.992279052734375,18.000125885009766,23.51999282836914,14.998912811279297,1111.7854118347168,1030.898094177246
street,Paris_2_512.png,300x300,1.1358885017421603,0,0,0,0,0,0,0,0,362,484,484,368,368,366,366,382,326,324,7840,8213,9409,7023,6057,5573,5153,7452,326,11901,1128.3204555511475,13678.115129470825,20127.259492874146,1445.1608657836914,997.2639083862305,871.2139129638672,788.5112762451172,745.3045845031738,1016.8566703796387,1953.627109527588,1800.992488861084
street,Shanghai_0_1024.png,300x300,1.458762886597938,0,0,0,0,0,0,0,0,299,339,341,289,289,289,293,307,283,275,1425,3388,2398,1137,1087,1175,1296,881,283,5467,281.13746643066406,2893.1779861450195,1578.4051418304443,544.6851253509521,145.07007598876953,125.53024291992188,150.5293846130371,173.06184768676758,114.50576782226562,2061.4399909973145,1862.9226684570312
street,Shanghai_0_256.png,256x256,1.0043478260869565,0,0,0,100,100,100,0,0,237,311,311,231,231,231,233,247,231,231,291,4889,4145,272,297,333,343,258,231,11794,72.0057487487793,4276.742935180664,3207.7059745788574,1197.495698928833,43.01285743713379,51.00297927856445,62.5150203704834,81.51602745056152,61.51723861694336,1092.8165912628174,992.2337532043457
street,Shanghai_0_512.png,300x300,1.0590551181102361,0,0,0,0,0,0,0,0,275,523,517,275,279,279,279,275,269,269,335,7325,7056,362,456,497,531,281,269,2004,127.0444393157959,17500.592708587646,17883.368015289307,262.5856399536133,57.0068359375,75.53529739379883,81.50696754455566,81.52914047241211,42.00410842895508,3104.041337966919,2896.428108215332
street,Shanghai_1_1024.png,300x300,1.1195652173913044,0,0,0,0,0,0,0,0,349,413,413,349,351,351,351,369,309,305,1316,4466,4038,1323,1349,1436,1486,707,309,5565,258.04829597473145,4076.1682987213135,3742.250680923462,1119.8890209197998,216.80855751037598,229.57730293273926,259.08374786376953,264.07837867736816,115.52929878234863,2383.3932876586914,2159.322500228882
street,Shanghai_1_256.png,256x256,1.0028985507246377,0,0,0,0,0,0,0,0,360,408,408,366,382,382,378,368,346,346,423,4859,4906,516,597,645,708,388,346,14782,111.19723320007324,6838.942527770996,7768.499851226807,1772.5942134857178,76.52640342712402,88.52648735046387,98.52051734924316,91.02725982666016,50.99797248840332,1298.0527877807617,1173.7921237945557
street,Shanghai_1_512.png,300x300,1.0034364261168385,0,0,0,100,100,100,100,0,294,426,426,292,292,292,292,294,292,292,327,4940,4560,360,404,473,497,311,292,10971,73.00662994384766,5120.5153465271,4625.732421875,1098.67262840271,50.99987983703613,67.46768951416016,79.54740524291992,70.00184059143066,54.262399673461914,1823.7950801849365,1713.212013244629
street,Shanghai_2_1024.png,300x300,1.0045871559633028,0,0,0,0,0,0,0,0,263,257,259,245,267,267,267,263,219,219,796,2678,2520,525,684,653,640,431,219,233,217.05293655395508,1997.5509643554688,1685.9946250915527,39.044857025146484,80.48534393310547,100.49843788146973,88.53507041931152,78.54580879211426,68.56393814086914,2012.2740268707275,1821.119785308838
street,Shanghai_2_256.png,256x256,1.010204081632653,100,0,0,100,100,100,100,100,99,115,115,99,99,99,99,99,99,99,99,353,346,103,109,113,122,99,99,734,29.00409698486328,160.64190864562988,161.65900230407715,93.51634979248047,18.999576568603516,20.005226135253906,21.131277084350586,26.0009765625,14.995098114013672,1198.3554363250732,1292.8240299224854
street,Shanghai_2_512.png,300x300,1.0087719298245614,100,0,0,100,100,100,100,100,115,125,127,115,115,115,115,115,115,115,117,500,468,136,146,152,157,116,115,848,25.524377822875977,211.05694770812988,189.05353546142578,90.5144214630127,20.000457763671875,27.9996395111084,24.007797241210938,25.04563331604004,23.998737335205078,2118.6277866363525,2062.002658843994
street,Sydney_0_1024.png,300x300,1.0072992700729928,100,0,0,0,0,0,0,0,138,160,160,144,144,144,144,140,138,138,146,967,988,160,173,184,208,142,138,352,37.009239196777344,539.7336483001709,548.2752323150635,55.11593818664551,26.004314422607422,42.06538200378418,26.999711990356445,34.00278091430664,26.041269302368164,2218.7633514404297,1826.7848491668701
street,Sydney_0_256.png,256x256,1.0051546391752577,100,0,0,0,0,0,0,0,195,209,209,201,199,201,201,199,195,195,205,1517,1663,259,282,354,397,204,195,195,53.99823188781738,883.4636211395264,1011.5666389465332,34.999847412109375,58.51578712463379,62.004804611206055,86.52353286743164,94.06399726867676,49.12757873535156,1391.655445098877,1243.7996864318848
street,Sydney_0_512.png,300x300,1.0029154518950438,0,0,0,0,0,0,0,0,378,548,550,352,348,350,354,398,344,344,762,7608,7689,454,441,528,635,584,344,3896,291.61834716796875,20607.213020324707,19868.98398399353,335.56437492370605,58.23159217834473,55.03225326538086,69.56744194030762,78.53889465332031,67.51441955566406,2661.9110107421875,3054.881811141968
street,Sydney_1_1024.png,300x300,1.0129870129870129,100,0,0,100,100,100,100,100,78,82,82,78,78,78,78,78,78,78,78,161,161,82,94,104,113,79,78,1140,25.000810623168945,71.53582572937012,71.53177261352539,98.5262393951416,16.1740779876709,12.761592864990234,12.225627899169922,13.016223907470703,9.003639221191406,1879.1091442108154,2792.672634124756
street,Sydney_1_256.png,256x256,1.0044642857142858,0,0,0,0,0,0,0,0,245,395,395,245,245,247,247,259,225,225,462,4178,4278,493,544,616,641,319,225,6984,146.54135704040527,4710.442066192627,4215.042591094971,595.172643661499,53.508758544921875,62.09278106689453,66.53332710266113,67.51346588134766,33.998966217041016,1400.2621173858643,1277.9040336608887
street,Sydney_1_512.png,300x300,1.0063291139240507,0,0,0,100,100,100,100,0,161,179,179,159,159,159,159,171,159,159,208,1176,1050,171,180,201,218,192,159,2796,35.005807876586914,490.59581756591797,357.88750648498535,255.51891326904297,22.004127502441406,24.055957794189453,28.429269790649414,25.00176429748535,23.01955223083496,1815.7238960266113,1517.7805423736572
street,Sydney_2_1024.png,300x300,1.013157894736842,100,100,100,100,100,100,100,100,77,77,77,77,77,77,77,77,77,77,77,187,185,81,88,95,100,77,77,1258,17.002105712890625,57.51967430114746,50.003767013549805,101.54175758361816,11.530876159667969,13.002395629882812,14.00303840637207,11.994361877441406,10.001420974731445,1546.8697547912598,1265.7902240753174
street,Sydney_2_256.png,256x256,1.0049751243781095,0,0,0,100,100,100,100,0,216,220,220,202,202,202,202,238,202,202,643,2540,2546,213,223,313,372,425,202,8053,96.51350975036621,1270.56884765625,1399.8372554779053,697.0369815826416,25.00176429748535,25.000333786010742,39.00861740112305,44.51727867126465,48.0341911315918,850.3339290618896,863.1467819213867
street,Sydney_2_512.png,300x300,1.4180327868852458,0,0,0,0,0,0,0,0,197,191,189,197,197,189,189,237,173,173,995,1281,1811,1029,1064,967,909,602,173,2522,142.57431030273438,357.1014404296875,553.4305572509766,269.0556049346924,118.5307502746582,125.05888938903809,111.93561553955078,97.0602035522461,61.07521057128906,1653.367280960083,1295.881748199463
