From,Name,Size,Instance Complexity,Optimal Found CF,Optimal Found PPM+MAN,Optimal Found PPM+CF,Optimal Found CF+0.25*PPM,Optimal Found CF+0.50*PPM,Optimal Found CF+0.75*PPM,Optimal Found CF+1*PPM,Optimal Found CF/PPM,Predicted Path Length CF,Predicted Path Length PPM+MAN,Predicted Path Length PPM+CF,Predicted Path Length CF+0.25*PPM,Predicted Path Length CF+0.50*PPM,Predicted Path Length CF+0.75*PPM,Predicted Path Length CF+1*PPM,Predicted Path Length CF/PPM,Ground Truth Path Length,Manhattan Path Length,Expansion CF,Expansion PPM+MAN,Expansion PPM+CF,Expansion CF+0.25*PPM,Expansion CF+0.50*PPM,Expansion CF+0.75*PPM,Expansion CF+1*PPM,Expansion CF/PPM,Expansion GT,Expansion Manhattan,Run Time CF,Run Time PPM+MAN,Run Time PPM+CF,Run Time Manhattan,Run Time CF+0.25*PPM,Run Time CF+0.50*PPM,Run Time CF+0.75*PPM,Run Time CF+1*PPM,Run Time CF/PPM,Run Time Inference CF,Run Time Inference PPM
bgmaps,AR0042SR.png,80x80,1.0196078431372548,100,0,0,100,100,100,100,0,52,70,70,52,52,52,52,64,52,52,52,262,260,122,147,156,160,70,52,52,8.002042770385742,130.0034523010254,178.99560928344727,5.002737045288086,17.997026443481445,16.00480079650879,24.99532699584961,19.99974250793457,8.999109268188477,61.997413635253906,48.00057411193848
bgmaps,AR0043SR.png,80x80,1.0333333333333334,100,100,100,100,100,100,100,100,31,31,31,31,31,31,31,31,31,31,31,38,38,31,31,31,34,33,31,185,7.0056915283203125,11.998176574707031,15.99884033203125,17.981290817260742,5.002260208129883,2.9993057250976562,4.001617431640625,5.002260208129883,6.000995635986328,66.00093841552734,50.00042915344238
bgmaps,AR0044SR.png,80x80,1.0277777777777777,100,100,100,100,100,100,100,100,37,37,37,37,37,37,37,37,37,37,37,43,43,37,37,38,43,37,37,37,10.00070571899414,16.99972152709961,20.998239517211914,11.999130249023438,11.00921630859375,7.9936981201171875,5.997180938720703,8.999109268188477,8.99958610534668,56.00309371948242,65.00053405761719
bgmaps,AR0045SR.png,80x80,1.0212765957446808,100,0,0,0,0,0,0,100,48,70,70,50,50,70,70,48,48,48,48,130,121,54,56,92,97,82,48,253,8.99648666381836,43.00403594970703,43.998003005981445,21.000146865844727,7.006406784057617,5.997180938720703,14.999866485595703,16.001224517822266,11.002063751220703,79.00333404541016,62.99734115600586
bgmaps,AR0046SR.png,80x80,1.03125,100,100,100,100,100,100,100,100,33,33,33,33,33,33,33,33,33,33,33,36,35,33,33,34,40,34,33,209,7.001399993896484,5.998373031616211,8.00013542175293,17.999887466430664,4.000186920166016,4.003286361694336,5.997180938720703,9.002447128295898,7.996559143066406,66.35379791259766,57.00254440307617
bgmaps,AR0069SR.png,100x112,1.1020408163265305,0,0,0,100,100,100,100,100,58,58,56,54,54,54,54,54,54,54,101,124,135,67,78,81,84,67,54,117,14.997720718383789,24.002790451049805,44.99959945678711,8.999824523925781,9.000778198242188,9.00125503540039,8.996725082397461,13.999700546264648,13.002634048461914,125.00143051147461,99.00093078613281
bgmaps,AR0070SR.png,124x134,1.2575757575757576,0,0,0,0,0,0,0,0,89,137,121,103,95,95,95,99,83,83,133,435,361,186,184,189,286,133,83,526,20.992755889892578,169.00300979614258,82.99875259399414,44.002532958984375,27.9998779296875,24.001359939575195,30.99679946899414,46.0057258605957,16.994237899780273,169.9998378753662,125.00190734863281
bgmaps,AR0071SR.png,140x150,2.1,0,0,0,0,0,0,0,0,289,241,289,285,285,285,285,291,231,231,1833,1458,1620,1443,1211,1207,1252,1021,231,3121,312.99853324890137,584.5317840576172,471.4052677154541,329.5300006866455,175.20642280578613,147.53007888793945,132.99989700317383,132.99894332885742,113.00134658813477,317.99864768981934,211.99917793273926
bgmaps,AR0072SR.png,160x160,1.0133333333333334,0,0,0,0,0,0,0,0,90,104,108,100,102,106,106,92,76,76,255,221,256,227,259,271,267,176,76,566,42.00315475463867,77.99983024597168,80.0013542175293,84.99813079833984,32.00387954711914,34.00444984436035,31.992197036743164,29.996395111083984,21.00086212158203,217.00000762939453,185.99629402160645
bgmaps,AR0082SR.png,52x54,1.0476190476190477,100,100,100,100,100,100,100,100,22,22,22,22,22,22,22,22,22,22,22,35,34,30,31,31,33,37,22,22,2.9959678649902344,4.997491836547852,7.004499435424805,3.0012130737304688,3.999471664428711,4.005908966064453,2.998828887939453,3.999948501586914,3.9963722229003906,53.99727821350098,31.008481979370117
bgmaps,AR0201SR.png,140x166,1.0075187969924813,100,0,0,0,0,0,0,0,134,148,152,136,138,138,138,136,134,134,233,379,374,200,209,220,234,223,134,493,32.00101852416992,104.00223731994629,93.99914741516113,55.99641799926758,28.99956703186035,26.000022888183594,24.0018367767334,28.000354766845703,26.00240707397461,215.00277519226074,175.00042915344238
bgmaps,AR0202SR.png,244x208,2.2717391304347827,0,0,0,0,0,100,100,0,213,223,215,211,211,209,209,225,209,209,1845,2405,1809,1834,1870,1855,1846,1229,209,3011,375.99945068359375,669.0013408660889,474.99966621398926,272.993803024292,189.03374671936035,210.97064018249512,200.99782943725586,195.00255584716797,144.99735832214355,543.9984798431396,509.9966526031494
bgmaps,AR0203SR.png,76x75,1.037037037037037,100,100,100,100,100,100,100,100,28,28,28,28,28,28,28,28,28,28,28,30,30,28,28,28,30,28,28,28,5.983829498291016,6.998777389526367,5.000591278076172,2.000093460083008,3.002166748046875,2.9990673065185547,3.000020980834961,4.001379013061523,2.9990673065185547,67.01326370239258,57.993412017822266
bgmaps,AR0205SR.png,212x214,1.1056910569105691,0,0,0,0,0,0,0,0,148,154,146,142,144,148,146,142,136,136,297,597,576,307,348,389,417,231,136,501,54.999351501464844,195.9996223449707,159.0113639831543,60.98151206970215,41.00155830383301,37.998199462890625,47.00064659118652,47.02496528625488,26.97300910949707,624.993085861206,505.00035285949707
bgmaps,AR0206SR.png,104x128,1.015625,0,0,0,0,0,0,0,100,69,71,71,67,67,67,67,65,65,65,126,177,140,92,99,96,98,80,65,664,19.000530242919922,39.02244567871094,31.974315643310547,57.0070743560791,9.996414184570312,12.997150421142578,10.997772216796875,9.999990463256836,8.999824523925781,116.97936058044434,93.99867057800293
bgmaps,AR0300SR.png,300x300,1.5566037735849056,0,0,0,0,0,0,0,0,187,213,195,171,173,173,173,195,165,165,686,1156,973,722,738,754,771,429,165,1604,117.99263954162598,654.0019512176514,342.0224189758301,204.99801635742188,175.0023365020752,193.0065155029297,152.9982089996338,314.00609016418457,127.00128555297852,1459.9950313568115,1935.5134963989258
bgmaps,AR0301SR.png,92x86,1.0256410256410255,100,100,100,100,100,100,100,100,40,40,40,40,40,40,40,40,40,40,40,64,63,40,40,42,46,40,40,63,14.000892639160156,24.001121520996094,34.01589393615723,13.996362686157227,11.006593704223633,11.0015869140625,11.993646621704102,12.000322341918945,9.99903678894043,440.0029182434082,226.99737548828125
bgmaps,AR0302SR.png,80x86,1.027027027027027,100,100,100,100,100,100,100,100,38,38,38,38,38,38,38,38,38,38,45,43,41,38,38,39,42,45,38,185,14.999151229858398,21.001100540161133,19.001245498657227,28.995275497436523,7.002830505371094,6.000280380249023,8.000373840332031,8.99815559387207,8.99958610534668,263.99755477905273,187.00337409973145
bgmaps,AR0303SR.png,80x86,1.03125,100,100,100,100,100,100,100,100,33,33,33,33,33,33,33,33,33,33,33,39,39,33,33,35,37,34,33,175,7.995843887329102,13.006448745727539,14.00136947631836,30.99989891052246,8.002281188964844,7.002115249633789,8.002519607543945,5.992889404296875,6.000041961669922,94.00200843811035,84.99765396118164
bgmaps,AR0304SR.png,80x86,1.532258064516129,0,0,0,0,0,0,0,0,101,107,107,99,101,103,103,103,95,95,253,233,204,244,278,268,280,232,95,555,61.9966983795166,106.0018539428711,70.00207901000977,88.00005912780762,40.998220443725586,33.99991989135742,35.00008583068848,33.005714416503906,35.008907318115234,103.99174690246582,85.00266075134277
bgmaps,AR0305SR.png,104x91,1.4545454545454546,0,0,0,0,0,0,0,0,50,52,52,52,54,50,50,62,48,48,83,125,66,130,139,139,136,93,48,421,12.99905776977539,25.999069213867188,17.998218536376953,46.00644111633301,17.993927001953125,18.00680160522461,24.99842643737793,16.999244689941406,10.999202728271484,87.00394630432129,75.99759101867676
bgmaps,AR0307SR.png,300x300,1.8968253968253967,0,0,0,0,0,0,0,0,267,245,271,237,235,235,235,269,239,229,3104,1490,3894,1624,1260,1262,1256,1710,239,1956,388.00883293151855,335.9999656677246,1316.9975280761719,165.9843921661377,213.99974822998047,148.99945259094238,147.00913429260254,135.99324226379395,209.99383926391602,1586.9770050048828,1647.0003128051758
bgmaps,AR0308SR.png,112x118,1.0172413793103448,100,0,0,100,100,100,100,100,59,101,101,59,59,59,59,59,59,59,59,340,320,75,82,82,83,70,59,59,7.998943328857422,122.00021743774414,154.9999713897705,4.028558731079102,8.97359848022461,8.999824523925781,9.001493453979492,8.995771408081055,9.000301361083984,166.00275039672852,125.99778175354004
bgmaps,AR0309SR.png,120x118,1.015625,0,0,0,0,0,0,0,0,77,67,67,69,69,69,67,67,65,65,124,136,117,77,80,85,87,74,65,144,15.998125076293945,30.99989891052246,25.998592376708984,12.01772689819336,7.969379425048828,14.003276824951172,9.994983673095703,9.011507034301758,7.990598678588867,148.00095558166504,81.99954032897949
bgmaps,AR0310SR.png,80x80,1.0178571428571428,0,0,0,0,0,0,0,0,65,73,73,59,59,59,59,67,57,57,89,219,186,83,88,93,97,96,57,63,10.996818542480469,46.00167274475098,68.0532455444336,4.996061325073242,10.002374649047852,9.993553161621094,10.001897811889648,10.00213623046875,10.00070571899414,38.01894187927246,36.01551055908203
bgmaps,AR0311SR.png,52x54,1.0555555555555556,100,100,100,100,100,100,100,100,19,19,19,19,19,19,19,19,19,19,19,23,23,23,23,23,23,24,19,72,2.0024776458740234,3.997802734375,2.9985904693603516,7.998228073120117,4.999637603759766,4.000663757324219,2.9993057250976562,4.00090217590332,3.999471664428711,47.34635353088379,20.061254501342773
bgmaps,AR0312SR.png,52x54,1.0769230769230769,100,0,100,100,100,100,100,100,14,16,14,14,14,14,14,14,14,14,14,22,22,14,14,14,14,14,14,14,2.9997825622558594,4.999637603759766,5.000114440917969,3.004789352416992,2.012014389038086,3.9839744567871094,2.0020008087158203,7.994890213012695,1.0018348693847656,22.00174331665039,27.00328826904297
bgmaps,AR0313SR.png,60x64,1.0416666666666667,0,100,100,100,100,100,100,100,27,25,25,25,25,25,25,25,25,25,29,63,59,31,36,37,37,33,25,87,5.993127822875977,18.004894256591797,12.054920196533203,11.000871658325195,4.999637603759766,5.999565124511719,5.999088287353516,4.998922348022461,3.9997100830078125,38.99550437927246,35.99810600280762
bgmaps,AR0314SR.png,64x70,1.0285714285714285,0,0,0,0,0,0,0,0,52,52,54,56,56,56,56,56,36,36,110,114,143,62,66,69,69,59,36,36,16.994953155517578,24.998188018798828,28.000354766845703,2.9997825622558594,6.000041961669922,7.00068473815918,10.999679565429688,8.999824523925781,5.99980354309082,46.0052490234375,29.999494552612305
bgmaps,AR0315SR.png,52x54,1.0769230769230769,100,100,100,100,100,100,100,100,14,14,14,14,14,14,14,14,14,14,14,20,18,14,14,14,14,38,14,14,0.99945068359375,2.999544143676758,3.0007362365722656,0.9999275207519531,0.9999275207519531,2.002716064453125,1.9979476928710938,0.9999275207519531,3.999948501586914,21.00086212158203,23.99587631225586
bgmaps,AR0316SR.png,64x70,1.1875,100,100,100,100,100,100,100,100,19,19,19,19,19,19,19,19,19,19,19,24,24,19,19,19,21,22,19,43,2.9976367950439453,3.998279571533203,3.9992332458496094,3.9997100830078125,2.000570297241211,4.998922348022461,3.0002593994140625,2.000093460083008,1.9998550415039062,28.003692626953125,27.005672454833984
bgmaps,AR0317SR.png,64x70,1.0212765957446808,100,100,100,100,100,100,100,100,48,48,48,48,48,48,48,48,48,48,50,99,85,49,51,60,65,62,48,299,8.999824523925781,18.00084114074707,15.996217727661133,31.001806259155273,7.998228073120117,4.999637603759766,6.000041961669922,7.002115249633789,6.9980621337890625,26.005268096923828,32.99760818481445
bgmaps,AR0318SR.png,60x64,2.107142857142857,0,100,0,0,0,0,0,0,71,59,61,61,61,61,61,63,59,59,100,210,101,69,76,88,97,85,59,318,14.99629020690918,49.99995231628418,23.00238609313965,32.00531005859375,7.999420166015625,7.999658584594727,8.999824523925781,8.999824523925781,8.996009826660156,20.013093948364258,21.000146865844727
bgmaps,AR0319SR.png,52x54,1.0909090909090908,100,0,0,100,100,100,100,100,36,52,52,36,36,36,36,36,36,36,39,85,77,40,41,42,43,40,36,225,6.997346878051758,19.997119903564453,20.001888275146484,17.00305938720703,5.002260208129883,3.999471664428711,4.999876022338867,4.000425338745117,6.995916366577148,20.99776268005371,26.0007381439209
bgmaps,AR0325SR.png,52x54,1.0476190476190477,0,100,100,100,100,100,100,0,24,22,22,22,22,22,22,24,22,22,24,34,34,25,26,26,26,26,22,67,1.9986629486083984,4.997014999389648,6.003618240356445,10.002613067626953,4.9915313720703125,4.00090217590332,5.0106048583984375,4.989862442016602,5.001544952392578,18.023967742919922,18.98193359375
bgmaps,AR0330SR.png,56x54,1.0232558139534884,0,100,100,100,100,100,100,100,54,44,44,44,44,44,44,44,44,44,63,60,62,48,49,52,59,53,44,160,15.000581741333008,15.007734298706055,17.99917221069336,19.997835159301758,6.000280380249023,9.002923965454102,10.003328323364258,8.99362564086914,4.999637603759766,42.0069694519043,28.994083404541016
bgmaps,AR0331SR.png,72x80,1.3043478260869565,100,100,100,100,100,100,100,100,30,30,30,30,30,30,30,30,30,30,31,42,35,31,33,35,39,44,30,83,4.9991607666015625,12.001991271972656,9.998559951782227,9.998083114624023,2.998828887939453,4.998922348022461,7.004976272583008,5.996227264404297,8.000612258911133,86.00163459777832,40.99678993225098
bgmaps,AR0332SR.png,56x59,1.25,0,0,0,100,100,0,0,0,47,47,47,45,45,47,47,47,45,45,73,62,62,53,51,54,62,63,45,211,9.992599487304688,11.004924774169922,20.014524459838867,38.99884223937988,9.997367858886719,10.007381439208984,7.994651794433594,8.023738861083984,6.974935531616211,66.01452827453613,31.00419044494629
bgmaps,AR0334SR.png,60x64,1.0454545454545454,100,100,100,100,100,100,100,100,23,23,23,23,23,23,23,23,23,23,32,33,29,26,26,28,27,26,23,43,3.9985179901123047,4.995584487915039,8.004426956176758,6.000995635986328,3.000497817993164,4.000425338745117,3.997325897216797,4.998207092285156,2.999544143676758,40.003061294555664,34.002065658569336
bgmaps,AR0335SR.png,52x54,1.0555555555555556,0,100,100,100,100,100,100,100,25,19,19,19,19,19,19,19,19,19,28,29,24,19,19,19,19,26,19,55,4.995822906494141,6.998777389526367,7.003545761108398,8.99815559387207,4.000186920166016,5.001544952392578,1.9981861114501953,3.9985179901123047,5.000114440917969,29.003620147705078,26.995420455932617
bgmaps,AR0400SR.png,240x256,2.60625,0,0,0,0,0,0,0,0,451,549,571,455,445,441,441,457,417,417,5330,7232,6793,5386,5423,5430,5428,5210,417,7348,630.0020217895508,4083.190441131592,3293.0376529693604,998.0015754699707,596.0006713867188,620.9957599639893,605.008602142334,744.9936866760254,533.0090522766113,812.004566192627,729.9964427947998
bgmaps,AR0401SR.png,52x59,2.1666666666666665,0,0,0,0,0,0,0,0,77,79,101,77,77,77,77,77,65,65,401,801,612,408,410,413,410,259,65,609,57.9981803894043,183.0000877380371,114.00175094604492,56.00094795227051,40.99869728088379,41.002750396728516,44.9979305267334,42.99759864807129,29.001951217651367,25.00462532043457,23.99921417236328
bgmaps,AR0402SR.png,56x59,1.12,0,0,0,0,0,0,0,0,30,30,30,30,30,30,30,30,28,28,37,54,54,36,41,43,45,37,28,94,5.00035285949707,8.001565933227539,11.000394821166992,12.993812561035156,6.996631622314453,9.000778198242188,7.002115249633789,5.000114440917969,4.000186920166016,34.001827239990234,32.00268745422363
bgmaps,AR0403SR.png,56x59,1.0681818181818181,100,0,0,100,100,100,0,100,47,59,59,47,47,47,49,47,47,47,47,104,98,58,59,60,67,59,47,168,8.99815559387207,24.0020751953125,30.997753143310547,19.000768661499023,8.002996444702148,6.995201110839844,7.004737854003906,9.996175765991211,9.004831314086914,30.997276306152344,32.00244903564453
bgmaps,AR0404SR.png,204x251,1.576470588235294,0,0,0,0,0,0,0,0,142,166,164,146,148,150,148,164,134,134,773,606,820,599,349,393,403,254,134,1308,109.99274253845215,278.0125141143799,207.98778533935547,135.98275184631348,81.99882507324219,47.00136184692383,51.99909210205078,50.00019073486328,31.002044677734375,667.9990291595459,717.9999351501465
bgmaps,AR0405SR.png,176x176,1.0222222222222221,100,100,100,100,100,100,100,100,46,46,46,46,46,46,46,46,46,46,46,224,86,55,61,64,65,56,46,47,7.985115051269531,84.00177955627441,29.001474380493164,4.998445510864258,6.998777389526367,8.01539421081543,8.980512619018555,10.003328323364258,8.00633430480957,320.9948539733887,299.0081310272217
bgmaps,AR0406SR.png,244x192,1.2394366197183098,0,0,0,0,0,0,0,0,106,102,102,98,98,98,98,98,88,88,518,329,421,240,228,222,226,223,88,561,103.99532318115234,95.0005054473877,104.99930381774902,58.983802795410156,29.219627380371094,26.998281478881836,27.00185775756836,36.997079849243164,38.00249099731445,667.999267578125,596.9979763031006
bgmaps,AR0407SR.png,52x54,1.0666666666666667,0,100,100,100,100,100,100,100,20,16,16,16,16,16,16,16,16,16,20,23,20,16,16,16,16,18,16,36,2.998828887939453,4.998445510864258,4.999399185180664,3.9985179901123047,2.0051002502441406,2.996206283569336,2.000093460083008,2.9985904693603516,3.002166748046875,98.00338745117188,69.00405883789062
bgmaps,AR0408SR.png,50x50,1.3125,100,100,100,100,100,100,100,100,21,21,21,21,21,21,21,21,21,21,22,25,25,22,22,22,22,22,21,45,4.9991607666015625,7.000446319580078,7.001161575317383,5.999088287353516,5.003452301025391,3.996610641479492,3.0007362365722656,4.003763198852539,4.9953460693359375,83.99677276611328,33.00166130065918
bgmaps,AR0409SR.png,52x54,1.05,100,0,0,100,100,0,0,0,21,23,23,21,21,23,23,23,21,21,21,30,26,21,21,23,23,27,21,21,4.000663757324219,5.998849868774414,6.000757217407227,3.0019283294677734,3.9987564086914062,4.997491836547852,4.999637603759766,4.002809524536133,5.002737045288086,32.9897403717041,32.00197219848633
bgmaps,AR0410SR.png,92x96,1.6551724137931034,0,100,100,100,100,100,100,0,50,48,48,48,48,48,48,50,48,48,142,104,146,90,70,70,73,59,48,272,17.99798011779785,21.003246307373047,29.011964797973633,25.99477767944336,10.002374649047852,6.999492645263672,9.999275207519531,9.000539779663086,8.000850677490234,97.00322151184082,63.99703025817871
bgmaps,AR0411SR.png,232x272,1.437984496124031,0,0,0,0,0,0,0,0,411,441,431,387,393,397,397,407,371,371,8836,7666,6802,5586,4938,5018,5375,4959,371,5810,989.0000820159912,4748.00181388855,3853.0008792877197,658.9946746826172,700.0024318695068,582.0024013519287,564.9969577789307,678.0061721801758,568.993330001831,807.0030212402344,818.9973831176758
bgmaps,AR0412SR.png,160x160,1.0238095238095237,100,0,0,100,100,100,100,0,43,69,73,43,43,43,43,45,43,43,43,177,232,53,65,70,72,59,43,311,9.996652603149414,59.999942779541016,92.99731254577637,39.003610610961914,10.996103286743164,14.99795913696289,14.000892639160156,16.004323959350586,8.99648666381836,275.0048637390137,264.9993896484375
bgmaps,AR0413SR.png,108x118,1.3763440860215055,0,0,0,0,0,0,0,0,138,130,132,132,132,132,130,188,128,128,505,240,469,448,377,348,370,476,128,601,98.9980697631836,92.00263023376465,120.99933624267578,92.98992156982422,63.00926208496094,54.990530014038086,61.00201606750488,56.99968338012695,66.00069999694824,144.00053024291992,136.00420951843262
bgmaps,AR0414SR.png,300x300,1.005586592178771,0,0,0,0,0,0,0,0,218,414,400,216,222,234,232,202,180,180,1220,1765,3502,572,621,748,890,460,180,5815,274.99842643737793,2226.0026931762695,4184.998989105225,535.9702110290527,76.99751853942871,90.00468254089355,98.01483154296875,121.98352813720703,56.99896812438965,1649.9989032745361,2500.5364418029785
bgmaps,AR0415SR.png,52x54,1.0384615384615385,0,0,100,100,100,100,100,0,29,29,27,27,27,27,27,29,27,27,36,107,57,34,38,45,54,39,27,127,6.998777389526367,25.999784469604492,16.00337028503418,20.003557205200195,7.00068473815918,6.997346878051758,9.004592895507812,6.994485855102539,7.0037841796875,55.00149726867676,39.02244567871094
bgmaps,AR0416SR.png,52x54,1.0434782608695652,100,100,100,100,100,100,100,100,24,24,24,24,24,24,24,24,24,24,24,28,28,24,24,24,27,24,24,24,3.999948501586914,3.9997100830078125,8.003473281860352,3.9980411529541016,5.000829696655273,5.001068115234375,40.00139236450195,23.996353149414062,9.002208709716797,32.00197219848633,82.99708366394043
bgmaps,AR0417SR.png,52x54,1.1363636363636365,100,0,0,100,100,100,100,100,25,31,31,25,25,25,25,25,25,25,28,40,40,31,33,34,35,30,25,77,4.997730255126953,9.00125503540039,14.000892639160156,11.00015640258789,7.999897003173828,6.999492645263672,7.003068923950195,6.99925422668457,6.99925422668457,60.99748611450195,34.00254249572754
bgmaps,AR0418SR.png,84x75,1.0232558139534884,0,0,0,0,0,0,0,0,62,52,52,52,54,52,52,64,44,44,80,149,124,80,85,71,72,82,44,313,14.998435974121094,42.998313903808594,35.99905967712402,27.00185775756836,9.995460510253906,9.000778198242188,8.000850677490234,8.99815559387207,11.999845504760742,143.9950466156006,51.003217697143555
bgmaps,AR0420SR.png,60x64,1.037037037037037,100,100,100,100,100,100,100,100,28,28,28,28,28,28,28,28,28,28,28,35,37,28,29,31,31,29,28,148,4.998207092285156,6.998538970947266,11.003732681274414,19.002199172973633,4.00233268737793,4.000425338745117,4.000663757324219,2.9993057250976562,3.9992332458496094,43.004751205444336,24.999141693115234
bgmaps,AR0500SR.png,300x300,1.397887323943662,0,0,0,0,0,0,0,0,409,423,455,415,415,417,425,425,397,397,2086,2953,3055,2085,2253,2371,2412,1409,397,4964,296.00024223327637,1581.0043811798096,1421.994924545288,376.9960403442383,197.42417335510254,225.00300407409668,228.99937629699707,230.00168800354004,135.99848747253418,1265.0022506713867,1342.9970741271973
bgmaps,AR0501SR.png,56x54,1.027027027027027,100,100,100,100,100,100,100,100,38,38,38,38,38,38,38,38,38,38,38,46,46,38,39,41,43,40,38,47,6.999969482421875,10.002374649047852,13.00048828125,5.999088287353516,6.999731063842773,7.998228073120117,7.999897003173828,7.999897003173828,6.999969482421875,24.99103546142578,30.00020980834961
bgmaps,AR0502SR.png,56x70,1.0227272727272727,100,100,100,100,100,100,100,100,45,45,45,45,45,45,45,45,45,45,47,55,55,45,46,46,48,47,45,206,8.99958610534668,15.001058578491211,15.998363494873047,16.997575759887695,7.00068473815918,5.00035285949707,4.999637603759766,5.00035285949707,4.999876022338867,67.0011043548584,30.997753143310547
bgmaps,AR0503SR.png,68x75,1.1944444444444444,100,100,100,100,100,100,100,100,43,43,43,43,43,43,43,43,43,43,46,59,56,51,54,58,60,53,43,168,4.997968673706055,8.000612258911133,13.000249862670898,20.99895477294922,6.000041961669922,4.999876022338867,9.000778198242188,10.000467300415039,8.999824523925781,42.9995059967041,41.00155830383301
bgmaps,AR0504SR.png,160x160,2.1159420289855073,0,0,0,0,0,0,0,0,152,168,180,148,154,154,154,156,146,146,2321,2311,2962,2361,1414,605,569,912,146,3403,287.0001792907715,541.999101638794,905.4911136627197,335.9956741333008,237.00571060180664,177.0024299621582,75.99592208862305,73.99988174438477,105.00097274780273,162.99962997436523,173.99835586547852
bgmaps,AR0505SR.png,160x160,1.6515151515151516,0,0,0,0,0,0,0,0,133,121,123,111,113,111,111,125,109,109,1613,1043,1406,1777,724,742,750,1008,109,2224,200.99997520446777,364.99953269958496,557.0032596588135,207.9946994781494,182.9991340637207,76.01141929626465,76.98607444763184,87.02945709228516,98.97232055664062,231.99939727783203,205.99985122680664
bgmaps,AR0506SR.png,68x70,1.12,0,0,0,0,0,0,0,100,30,30,30,30,30,30,30,28,28,28,69,52,76,73,72,68,62,67,28,109,9.994029998779297,11.000394821166992,12.003421783447266,9.001493453979492,7.99870491027832,6.999969482421875,7.000207901000977,8.001089096069336,12.016057968139648,74.86224174499512,44.99983787536621
bgmaps,AR0507SR.png,52x54,1.037037037037037,100,0,0,0,0,0,0,0,28,38,38,30,30,30,30,32,28,28,28,52,55,45,58,63,64,52,28,28,4.9991607666015625,12.999534606933594,15.00391960144043,1.9996166229248047,5.000114440917969,6.000041961669922,7.000446319580078,6.999492645263672,9.001016616821289,25.99954605102539,26.001453399658203
bgmaps,AR0508SR.png,52x54,1.1578947368421053,100,0,0,100,100,100,100,0,22,24,24,22,22,22,22,24,22,22,22,33,31,22,22,22,23,26,22,34,2.9959678649902344,4.000186920166016,5.002021789550781,3.000974655151367,2.9997825622558594,4.000663757324219,2.9981136322021484,3.999948501586914,4.000186920166016,19.99521255493164,22.00174331665039
bgmaps,AR0509SR.png,72x75,1.0526315789473684,100,100,100,100,100,100,100,100,20,20,20,20,20,20,20,20,20,20,20,58,51,26,33,40,41,37,20,52,2.9981136322021484,6.999969482421875,9.996652603149414,6.002187728881836,3.0002593994140625,3.9997100830078125,3.999948501586914,4.000425338745117,3.999471664428711,39.56246376037598,42.00172424316406
bgmaps,AR0510SR.png,128x118,1.0810810810810811,0,0,0,0,0,0,0,0,46,44,62,48,48,48,44,46,40,40,48,113,148,51,54,57,71,48,40,166,5.9967041015625,28.99622917175293,31.002044677734375,13.027667999267578,5.969762802124023,5.999565124511719,6.022930145263672,7.984638214111328,5.006313323974609,124.00150299072266,82.00788497924805
bgmaps,AR0511SR.png,108x112,1.1139240506329113,0,0,0,0,0,0,0,0,94,114,114,94,94,92,92,92,88,88,121,418,366,112,137,145,158,121,88,309,13.989925384521484,91.0029411315918,98.99759292602539,32.999515533447266,12.011051177978516,14.989376068115234,17.000675201416016,17.99941062927246,12.00246810913086,72.00288772583008,75.01101493835449
bgmaps,AR0512SR.png,56x54,1.0277777777777777,100,0,0,100,100,100,100,0,37,45,45,37,37,37,37,39,37,37,37,82,72,44,53,55,58,43,37,232,4.995107650756836,12.998580932617188,18.001556396484375,27.997970581054688,4.998207092285156,7.003545761108398,5.994558334350586,7.001638412475586,7.9975128173828125,19.994497299194336,24.004220962524414
bgmaps,AR0513SR.png,80x80,1.1774193548387097,100,0,0,0,0,0,0,100,73,103,103,79,79,79,77,73,73,73,75,375,356,91,108,106,111,82,73,503,14.999866485595703,80.99794387817383,98.00148010253906,39.99948501586914,10.001420974731445,11.013507843017578,11.003494262695312,14.982938766479492,9.000301361083984,35.004377365112305,35.99286079406738
bgmaps,AR0514SR.png,64x64,1.037037037037037,0,100,100,100,100,100,100,100,30,28,28,28,28,28,28,28,28,28,72,41,39,34,32,31,32,37,28,28,7.99250602722168,5.000114440917969,9.000539779663086,3.997325897216797,5.99980354309082,7.000923156738281,6.001949310302734,4.997491836547852,6.99925422668457,39.14976119995117,26.007890701293945
bgmaps,AR0515SR.png,64x64,1.1785714285714286,100,0,0,100,100,0,0,0,33,35,35,33,33,35,35,35,33,33,39,89,81,44,46,49,52,45,33,258,3.997802734375,14.002323150634766,13.99683952331543,26.999235153198242,7.999897003173828,5.99980354309082,4.999637603759766,5.000829696655273,5.002737045288086,28.971433639526367,27.998924255371094
bgmaps,AR0516SR.png,244x187,1.2058823529411764,0,0,0,0,0,0,0,0,147,165,153,145,143,145,145,147,123,123,515,850,808,554,592,570,515,275,123,1017,51.97572708129883,297.99675941467285,238.00086975097656,85.00027656555176,53.997039794921875,57.00397491455078,60.00041961669922,48.99954795837402,28.000354766845703,382.0033073425293,392.0001983642578
