Size,Instance Complexity,Optimal Found CF,Optimal Found PPM+MAN,Optimal Found PPM+CF,Optimal Found CF+0.25*PPM,Optimal Found CF+0.50*PPM,Optimal Found CF+0.75*PPM,Optimal Found CF+1*PPM,Optimal Found CF/PPM,Predicted Path Length CF,Predicted Path Length PPM+MAN,Predicted Path Length PPM+CF,Predicted Path Length CF+0.25*PPM,Predicted Path Length CF+0.50*PPM,Predicted Path Length CF+0.75*PPM,Predicted Path Length CF+1*PPM,Predicted Path Length CF/PPM,Ground Truth Path Length,Manhattan Path Length,Expansion CF,Expansion PPM+MAN,Expansion PPM+CF,Expansion CF+0.25*PPM,Expansion CF+0.50*PPM,Expansion CF+0.75*PPM,Expansion CF+1*PPM,Expansion CF/PPM,Expansion GT,Expansion Manhattan,Run Time CF,Run Time PPM+MAN,Run Time PPM+CF,Run Time Manhattan,Run Time CF+0.25*PPM,Run Time CF+0.50*PPM,Run Time CF+0.75*PPM,Run Time CF+1*PPM,Run Time CF/PPM,Run Time Inference CF,Run Time Inference PPM
256,1.0027855153203342,0,0,0,0,0,0,0,0,460,582,554,422,460,460,446,502,360,360,2809,16856,10603,2289,2559,2375,1882,2092,360,2389,940.5415058135986,203885.54048538208,37566.240310668945,1180.713176727295,1099.7581481933594,1041.7020320892334,1453.9425373077393,1333.5185050964355,1034.8777770996094,0.0,13.995647430419922
64,1.0147058823529411,100,0,0,100,100,100,100,100,69,81,79,69,69,69,69,69,69,69,105,153,142,71,81,88,97,86,69,675,44.008493423461914,143.05400848388672,115.52691459655762,260.5431079864502,29.006004333496094,32.510995864868164,34.00063514709473,36.004066467285156,32.51194953918457,0.0,9.513378143310547
96,1.0070921985815602,0,0,0,0,0,0,0,0,148,206,180,162,162,168,168,166,142,142,368,1339,1436,438,420,460,462,248,142,2911,169.04067993164062,2039.6413803100586,1333.8677883148193,1088.2558822631836,200.07681846618652,165.0698184967041,172.0755100250244,177.0949363708496,98.51431846618652,0.0,14.008760452270508
256,1.0036630036630036,0,0,0,0,0,0,0,0,344,532,404,286,290,288,290,302,274,274,2207,10591,6013,1281,1386,1376,1510,1015,274,7053,805.8276176452637,74975.70300102234,10171.902656555176,2679.985761642456,497.73168563842773,593.130350112915,544.2283153533936,612.3087406158447,431.1530590057373,0.0,14.000892639160156
256,1.005952380952381,0,0,0,0,0,0,0,0,179,297,297,179,177,183,183,185,169,169,383,2599,2322,339,296,351,352,265,169,276,134.51504707336426,6352.763414382935,2799.4236946105957,106.02951049804688,129.5182704925537,112.53046989440918,131.5133571624756,133.02969932556152,110.5201244354248,0.0,11.005640029907227
256,1.0032154340836013,0,0,0,0,0,0,0,0,336,480,488,386,394,392,402,380,312,312,1859,7675,4852,1667,3844,3932,3989,629,312,7831,586.1046314239502,50399.121046066284,10627.118349075317,3333.116054534912,790.0152206420898,1717.2291278839111,1637.2876167297363,1749.2830753326416,258.5785388946533,0.0,10.004997253417969
64,1.4146341463414633,0,100,100,100,100,100,100,0,62,58,58,58,58,58,58,66,58,58,326,292,271,244,233,236,211,135,58,471,130.53154945373535,193.06302070617676,164.0939712524414,218.04523468017578,97.53203392028809,91.51554107666016,102.53262519836426,85.51788330078125,53.99894714355469,0.0,13.000011444091797
256,1.0045454545454546,0,0,0,0,0,0,0,0,263,391,463,265,269,271,273,309,221,221,1092,3290,2998,1037,1081,1082,1117,837,221,2462,375.5934238433838,9334.121942520142,4479.434490203857,979.1250228881836,474.06530380249023,466.594934463501,498.58784675598145,442.60096549987793,341.5703773498535,0.0,15.999555587768555
256,1.0545454545454545,0,0,0,0,0,0,0,0,210,334,376,214,220,220,224,228,174,174,811,3430,3212,851,851,935,920,414,174,1132,279.13928031921387,10529.276609420776,5515.238523483276,500.4768371582031,338.1798267364502,342.11254119873047,398.12159538269043,370.1789379119873,184.2644214630127,0.0,11.519908905029297
64,1.0625,0,0,0,0,0,0,0,0,69,53,57,53,53,53,53,63,51,51,303,107,254,77,90,98,100,98,51,359,127.02631950378418,75.02222061157227,151.67999267578125,143.0380344390869,31.489133834838867,35.00080108642578,38.00034523010254,39.52169418334961,42.00172424316406,0.0,11.002302169799805
32,1.0294117647058822,0,100,100,100,100,100,100,100,41,35,35,35,35,35,35,35,35,35,47,40,38,37,38,39,43,47,35,200,21.001815795898438,22.99976348876953,17.003774642944336,79.00118827819824,14.028072357177734,13.99993896484375,15.000581741333008,17.00115203857422,18.998384475708008,0.0,10.000228881835938
64,1.25,100,0,0,100,100,100,100,100,75,89,77,75,75,75,75,75,75,75,239,243,368,163,145,164,178,139,75,413,104.08282279968262,207.65089988708496,217.4828052520752,181.0595989227295,62.03293800354004,58.00032615661621,72.98946380615234,71.53129577636719,55.00292778015137,0.0,10.001897811889648
256,1.0877862595419847,0,0,0,0,0,0,0,0,333,441,523,357,357,357,365,355,285,285,976,5558,5530,1159,1330,1471,1542,731,285,6024,365.2379512786865,25358.19983482361,11749.505519866943,2749.0179538726807,477.6191711425781,549.6275424957275,662.6021862030029,652.6453495025635,303.5433292388916,0.0,13.997554779052734
96,1.0675675675675675,0,0,0,0,0,0,0,0,85,111,111,103,103,103,103,103,79,79,145,571,556,135,144,156,161,117,79,210,55.51862716674805,475.0993251800537,294.54708099365234,69.51332092285156,46.52070999145508,55.99713325500488,54.522037506103516,61.99789047241211,40.52591323852539,0.0,9.999513626098633
96,1.1147540983606556,0,0,0,0,0,0,0,0,86,90,90,88,76,90,92,88,68,68,271,343,333,231,237,245,288,194,68,532,91.0646915435791,213.29760551452637,157.14383125305176,181.6418170928955,80.03783226013184,91.11928939819336,85.06417274475098,114.06993865966797,92.05794334411621,0.0,11.99793815612793
64,1.0149253731343284,100,0,0,0,0,0,0,0,68,106,106,72,72,74,74,74,68,68,91,222,222,115,126,131,140,190,68,572,43.52927207946777,200.7615566253662,170.5160140991211,241.56856536865234,43.99847984313965,72.04079627990723,53.322792053222656,72.00002670288086,85.50190925598145,0.0,16.99972152709961
96,1.143939393939394,0,0,0,0,0,0,0,0,169,199,221,177,177,177,181,173,151,151,364,1545,1353,453,497,539,559,324,151,3370,129.5177936553955,2460.899591445923,1070.7359313964844,1378.33833694458,185.52708625793457,212.0373249053955,224.5643138885498,223.9360809326172,129.53424453735352,0.0,13.997554779052734
256,1.0971428571428572,0,0,0,0,0,0,0,0,224,352,386,222,222,226,226,242,192,192,1077,2447,2783,1017,1079,1322,1382,678,192,2317,411.09490394592285,4952.868461608887,3265.0415897369385,1138.2384300231934,395.08891105651855,449.7225284576416,540.647029876709,614.7215366363525,292.6220893859863,0.0,12.993574142456055
256,1.1160220994475138,0,0,0,0,0,0,0,0,238,358,348,238,244,248,258,244,202,202,1542,5803,4860,1597,1806,1864,2339,730,202,1127,551.8839359283447,24686.989307403564,7277.613639831543,433.5322380065918,656.667947769165,781.1932563781738,867.6056861877441,1311.9888305664062,310.9545707702637,0.0,14.000892639160156
32,1.0555555555555556,100,100,100,100,100,100,100,100,19,19,19,19,19,19,19,19,19,19,19,23,23,19,19,19,21,19,19,19,6.9980621337890625,14.007806777954102,10.003805160522461,6.424665451049805,8.998870849609375,6.9980621337890625,7.999897003173828,9.005069732666016,6.996870040893555,0.0,12.998819351196289
256,1.1396396396396395,0,0,0,0,0,0,0,0,307,415,415,313,319,315,333,359,253,253,1570,5110,4867,1272,1514,1396,1499,882,253,3481,582.8113555908203,23488.619565963745,10939.340591430664,1805.504322052002,545.6109046936035,606.896162033081,540.0264263153076,606.7523956298828,341.2284851074219,0.0,14.519214630126953
256,1.00418410041841,0,0,0,0,0,0,0,0,250,384,378,248,256,262,254,302,240,240,743,8505,6495,761,625,638,632,684,240,8103,259.2322826385498,53534.01494026184,18435.644388198853,3244.4424629211426,298.65336418151855,247.0536231994629,270.582914352417,274.58786964416504,269.58250999450684,0.0,12.99738883972168
128,1.05,0,0,0,0,0,0,0,0,129,151,157,157,157,135,135,161,105,105,873,1482,1493,1065,1157,965,806,582,105,1455,345.72410583496094,1960.9570503234863,1017.8623199462891,938.0702972412109,417.07348823547363,433.0620765686035,383.0890655517578,315.565824508667,222.56040573120117,0.0,13.135910034179688
32,1.6,0,100,100,100,100,100,100,0,44,40,40,40,40,40,40,42,40,40,296,236,248,199,72,61,58,58,40,298,140.0613784790039,140.53082466125488,118.52169036865234,117.55585670471191,86.00640296936035,31.528472900390625,28.001070022583008,42.04821586608887,41.481971740722656,0.0,17.019033432006836
64,1.018181818181818,100,0,0,100,100,100,100,100,56,66,66,56,56,56,56,56,56,56,56,215,216,61,61,71,88,61,56,728,25.99811553955078,160.4909896850586,137.5129222869873,290.20071029663086,24.001598358154297,24.068117141723633,32.00125694274902,34.004926681518555,29.111862182617188,0.0,11.513710021972656
96,1.0169491525423728,0,0,0,0,0,0,0,0,62,82,82,64,66,84,82,74,60,60,64,138,122,95,110,117,129,93,60,60,34.000396728515625,102.51259803771973,71.51913642883301,30.4105281829834,38.01441192626953,44.521331787109375,46.001434326171875,52.77371406555176,37.009477615356445,0.0,14.003753662109375
32,1.0454545454545454,0,0,0,0,0,100,100,0,37,25,25,25,25,23,23,25,23,23,60,34,30,27,27,25,25,27,23,23,24.00517463684082,16.52073860168457,27.999401092529297,8.999109268188477,10.000467300415039,10.00356674194336,9.519338607788086,8.994340896606445,9.999990463256836,0.0,10.995626449584961
128,1.303370786516854,0,0,0,0,0,0,0,0,122,146,188,126,128,126,126,128,116,116,424,481,820,371,369,370,369,325,116,2093,154.86764907836914,445.97578048706055,540.4510498046875,979.9971580505371,162.56284713745117,139.51873779296875,148.09679985046387,161.1654758453369,128.5543441772461,0.0,11.005401611328125
96,1.0126582278481013,0,0,0,0,0,0,0,0,100,118,126,100,100,116,120,100,80,80,183,919,731,220,239,419,448,155,80,759,65.51480293273926,891.4704322814941,430.63855171203613,255.02419471740723,85.52956581115723,108.52313041687012,187.03055381774902,206.63952827453613,73.09436798095703,0.0,13.012170791625977
256,1.0965250965250966,0,0,0,0,0,0,0,0,338,494,476,386,374,384,380,436,284,284,1922,5752,6702,1895,1952,1781,1658,1439,284,7850,913.0547046661377,30781.715869903564,21915.708780288696,3316.643476486206,902.7097225189209,887.2873783111572,817.8815841674805,794.2304611206055,682.3599338531494,0.0,19.99807357788086
96,1.013157894736842,100,0,0,0,0,0,0,0,77,87,105,81,93,83,81,85,77,77,109,491,499,131,158,144,190,106,77,731,48.52151870727539,454.7724723815918,344.1181182861328,300.17971992492676,50.00019073486328,61.048030853271484,61.02108955383301,92.08989143371582,50.50969123840332,0.0,15.006065368652344
96,1.00990099009901,100,0,0,100,100,100,100,0,102,140,140,102,102,102,102,104,102,102,104,512,459,133,131,140,227,125,102,1696,46.004295349121094,487.46371269226074,285.55917739868164,734.6668243408203,71.53582572937012,58.00199508666992,80.52396774291992,104.52127456665039,55.5272102355957,0.0,13.010025024414062
32,1.04,100,100,100,100,100,100,100,100,26,26,26,26,26,26,26,26,26,26,27,27,27,26,26,26,26,26,26,28,12.000560760498047,16.0062313079834,14.006614685058594,10.001182556152344,10.999441146850586,12.017488479614258,11.524200439453125,10.998725891113281,10.999917984008789,0.0,12.001991271972656
64,1.02,100,0,0,100,100,100,100,100,51,53,53,51,51,51,51,51,51,51,51,105,104,53,66,76,80,61,51,57,29.99424934387207,80.54232597351074,56.02574348449707,22.005081176757812,23.000001907348633,26.994943618774414,32.039642333984375,33.00023078918457,27.000904083251953,0.0,12.010335922241211
256,1.1185410334346504,0,0,0,0,0,0,0,0,412,470,516,416,428,456,462,420,368,368,2198,10346,13349,1990,2181,2336,2423,1097,368,31605,1019.986629486084,57454.53691482544,54523.850440979004,19359.962940216064,825.5081176757812,898.4215259552002,1028.7516117095947,976.5622615814209,431.302547454834,0.0,15.001296997070312
96,1.011764705882353,0,0,0,0,0,0,0,0,102,142,142,102,102,102,100,102,86,86,182,405,391,188,192,198,157,134,86,311,73.52972030639648,465.94834327697754,308.17389488220215,148.56719970703125,74.51820373535156,77.00157165527344,77.5153636932373,61.03157997131348,51.00131034851074,0.0,15.997886657714844
256,1.0039370078740157,0,0,0,0,0,0,0,0,297,487,381,307,301,303,303,325,255,255,930,3997,3209,1044,1134,1135,1096,723,255,8795,333.5564136505127,12970.131874084473,3507.573127746582,3499.9401569366455,420.060396194458,510.58316230773926,485.5766296386719,521.5246677398682,349.7042655944824,0.0,12.002944946289062
128,1.139240506329114,100,0,0,100,0,0,0,100,90,164,158,90,100,100,100,90,90,90,125,1051,1202,146,170,180,180,107,90,632,56.00571632385254,1308.9041709899902,779.1805267333984,266.04771614074707,60.51063537597656,71.51126861572266,71.00439071655273,70.5108642578125,41.51177406311035,0.0,12.000560760498047
64,1.0175438596491229,0,0,0,100,100,100,100,0,70,62,62,58,58,58,58,70,58,58,168,105,105,63,67,75,81,83,58,263,67.98624992370605,84.52868461608887,61.53535842895508,106.02307319641113,31.000137329101562,30.001401901245117,31.00299835205078,32.51028060913086,36.99922561645508,0.0,11.016130447387695
128,1.1264367816091954,0,0,0,0,0,0,0,0,156,178,158,154,156,162,166,172,98,98,1605,1007,2576,1583,1637,1691,1753,1351,98,1245,586.6649150848389,1218.9662456512451,1467.8592681884766,399.33085441589355,550.2536296844482,558.1405162811279,569.6494579315186,594.6733951568604,469.09499168395996,0.0,9.998559951782227
256,1.0125,0,0,0,0,0,0,0,0,287,467,451,281,291,295,297,285,243,243,786,6396,3981,777,1258,1487,1622,529,243,1931,317.17658042907715,35146.73209190369,8053.497552871704,1035.154104232788,397.05920219421387,551.6161918640137,593.0981636047363,675.3718852996826,217.06724166870117,0.0,11.998653411865234
32,1.375,100,0,0,100,100,100,100,100,33,35,35,33,33,33,33,33,33,33,113,136,64,48,44,43,44,41,33,204,44.01516914367676,85.51788330078125,37.522315979003906,94.52581405639648,32.02414512634277,18.012285232543945,16.512393951416016,18.00084114074707,15.000104904174805,0.0,11.996746063232422
96,1.134020618556701,0,0,0,0,0,0,0,0,132,142,142,112,112,112,112,150,110,110,417,1840,1756,282,298,307,314,265,110,2707,141.71075820922852,2091.4080142974854,1077.2650241851807,1076.7598152160645,120.5282211303711,117.50507354736328,140.02251625061035,144.5150375366211,116.51849746704102,0.0,12.006044387817383
256,1.0043668122270741,0,0,0,0,0,0,0,0,244,410,402,300,308,308,314,300,230,230,633,3985,3749,757,1003,971,1140,518,230,248,234.05838012695312,12688.259840011597,5339.88094329834,95.00980377197266,332.64780044555664,401.29733085632324,425.1241683959961,463.25087547302246,221.1134433746338,0.0,11.002779006958008
32,1.0357142857142858,100,100,100,100,100,100,100,100,29,29,29,29,29,29,29,29,29,29,29,37,36,29,29,29,35,29,29,29,12.000083923339844,19.998550415039062,17.00139045715332,9.996652603149414,17.99941062927246,12.003898620605469,11.080741882324219,13.99850845336914,10.00070571899414,0.0,10.999202728271484
256,1.0245098039215685,0,0,0,0,0,0,0,0,255,397,391,253,255,253,255,243,209,209,774,5848,5648,674,717,695,778,494,209,1877,279.5531749725342,23583.06884765625,11416.581869125366,1185.15944480896,297.54161834716797,281.56566619873047,272.54247665405273,306.5648078918457,195.04117965698242,0.0,14.003992080688477
96,1.006993006993007,0,0,0,0,0,0,0,0,154,230,202,166,168,168,168,166,144,144,253,4614,1753,315,357,402,414,249,144,3286,100.04210472106934,13605.222702026367,1923.6814975738525,1369.9862957000732,143.55731010437012,141.08800888061523,162.14680671691895,164.02482986450195,110.18204689025879,0.0,14.993429183959961
96,1.0886075949367089,0,0,0,0,0,0,0,0,116,134,156,114,116,116,116,114,86,86,443,825,835,451,490,619,653,326,86,990,163.1937026977539,754.6045780181885,402.80628204345703,486.22894287109375,151.13592147827148,172.51944541931152,214.11967277526855,235.7330322265625,112.51115798950195,0.0,11.999130249023438
256,1.00418410041841,0,0,0,0,0,0,0,0,292,356,356,296,320,330,330,326,240,240,1570,6277,5924,1718,2066,2175,2140,1009,240,385,625.507116317749,26394.8814868927,10059.49354171753,148.71811866760254,720.4039096832275,901.2560844421387,912.3237133026123,874.3467330932617,440.0951862335205,0.0,17.51708984375
96,1.0095238095238095,0,0,0,0,0,0,0,0,118,162,154,108,108,110,108,108,106,106,207,671,706,148,165,173,182,140,106,1920,79.21242713928223,651.4925956726074,384.51409339904785,640.3748989105225,54.053306579589844,59.00168418884277,75.09303092956543,63.031673431396484,52.00529098510742,0.0,11.000394821166992
128,1.0084745762711864,0,0,0,0,0,0,0,0,143,167,167,145,145,137,139,167,119,119,493,1149,1017,517,517,488,504,377,119,119,170.03536224365234,1369.8368072509766,643.256664276123,37.523508071899414,173.54464530944824,176.03325843811035,161.61751747131348,175.69613456726074,145.51305770874023,0.0,10.998964309692383
256,1.0612244897959184,0,0,0,0,0,0,0,0,296,398,390,284,284,288,292,310,260,260,2097,5716,5497,2138,2268,2323,2425,1521,260,5994,745.7756996154785,24737.96796798706,7011.906862258911,2469.282865524292,881.7124366760254,1008.803129196167,942.237377166748,1022.5987434387207,617.5503730773926,0.0,14.989137649536133
32,1.0555555555555556,100,0,0,100,100,100,100,0,19,21,21,19,19,19,19,21,19,19,21,27,27,19,19,19,19,21,19,19,11.996746063232422,14.002799987792969,11.999368667602539,6.999015808105469,7.511138916015625,8.000612258911133,7.998943328857422,5.99980354309082,8.999824523925781,0.0,10.999917984008789
64,1.1166666666666667,0,100,100,0,100,100,100,0,79,67,67,79,67,67,67,79,67,67,161,211,202,156,101,109,121,113,67,831,72.11065292358398,148.77915382385254,114.50648307800293,554.1012287139893,61.004638671875,40.529489517211914,41.99957847595215,48.011064529418945,44.51441764831543,0.0,10.000228881835938
96,1.011111111111111,0,0,0,0,0,0,0,0,93,111,107,93,95,93,93,93,91,91,94,441,383,121,131,143,151,98,91,940,52.49905586242676,336.55738830566406,184.03029441833496,322.556734085083,40.5125617980957,54.006099700927734,48.50959777832031,78.00173759460449,38.51580619812012,0.0,10.999917984008789
128,1.0897435897435896,0,0,0,0,0,0,0,0,95,117,117,97,97,97,97,97,85,85,160,361,365,165,171,170,178,124,85,977,54.50701713562012,263.38839530944824,222.54061698913574,426.74732208251953,103.5149097442627,66.00499153137207,73.51016998291016,69.21505928039551,50.00734329223633,0.0,12.000083923339844
64,1.2878787878787878,0,0,0,0,0,0,0,0,95,93,93,89,89,95,93,91,85,85,426,492,475,462,463,505,507,186,85,1479,170.55583000183105,439.2843246459961,277.04405784606934,580.2295207977295,194.20266151428223,190.093994140625,210.0837230682373,200.11520385742188,73.08554649353027,0.0,10.998010635375977
64,1.0119047619047619,0,0,0,0,0,0,0,0,97,97,97,89,87,87,87,105,85,85,428,398,359,257,276,284,285,246,85,416,171.51498794555664,371.0970878601074,231.597900390625,185.07027626037598,101.49097442626953,106.51373863220215,112.52260208129883,110.51797866821289,96.51541709899902,0.0,12.000560760498047
32,1.131578947368421,100,100,100,100,100,100,100,100,43,43,43,43,43,43,43,43,43,43,53,63,63,46,49,55,61,55,43,155,22.016048431396484,34.989118576049805,30.510663986206055,76.50923728942871,18.001794815063477,18.002033233642578,21.516084671020508,21.99697494506836,22.00007438659668,0.0,12.998342514038086
96,1.0384615384615385,0,0,0,0,0,0,0,0,89,117,115,87,87,87,87,151,81,81,818,562,777,133,140,134,203,773,81,751,285.57372093200684,420.08352279663086,410.1071357727051,232.5427532196045,44.99983787536621,48.52128028869629,55.999755859375,68.51553916931152,254.03857231140137,0.0,12.01319694519043
256,1.005464480874317,0,0,0,0,0,0,0,0,202,314,294,218,218,218,216,220,184,184,442,6009,3575,482,535,611,671,329,184,184,169.10481452941895,16534.393072128296,3372.63822555542,62.50333786010742,210.12496948242188,185.09984016418457,215.09456634521484,251.09124183654785,113.05403709411621,0.0,13.000726699829102
96,1.0140845070422535,100,0,0,100,100,0,0,100,72,104,104,72,72,74,74,72,72,72,79,460,464,86,93,105,114,83,72,72,28.50818634033203,441.06340408325195,270.5426216125488,36.99231147766113,37.9946231842041,38.52391242980957,44.99936103820801,53.53426933288574,35.003662109375,0.0,10.998249053955078
32,1.5862068965517242,100,0,0,100,100,100,100,100,46,48,48,46,46,46,46,46,46,46,130,103,97,111,96,87,83,64,46,297,63.81821632385254,62.52026557922363,55.518150329589844,144.58751678466797,41.007280349731445,39.51454162597656,34.00444984436035,32.009124755859375,25.436878204345703,0.0,10.487079620361328
128,1.008130081300813,100,0,0,100,100,0,0,0,124,178,176,124,124,126,132,126,124,124,164,1532,1260,212,224,254,271,133,124,2392,76.50303840637207,2444.8671340942383,883.9845657348633,893.2185173034668,87.52059936523438,87.52894401550293,105.50451278686523,119.57144737243652,51.53536796569824,0.0,12.004852294921875
256,1.0035335689045937,0,0,0,0,0,0,0,0,366,462,474,368,376,410,406,398,284,284,2077,6197,5731,1818,2021,2211,2092,1485,284,6492,848.8984107971191,32718.88780593872,13509.737014770508,2594.4526195526123,741.6372299194336,804.7983646392822,875.7455348968506,863.6496067047119,617.1131134033203,0.0,16.518115997314453
64,1.0121951219512195,0,100,100,100,100,100,100,100,87,83,83,83,83,83,83,83,83,83,204,140,137,92,98,106,111,93,83,1156,78.04059982299805,93.04976463317871,74.96953010559082,456.6032886505127,40.006399154663086,37.534236907958984,41.98741912841797,43.51925849914551,35.00008583068848,0.0,11.034727096557617
64,1.0166666666666666,0,0,0,100,100,100,100,0,67,63,63,61,61,61,61,65,61,61,304,113,112,71,78,82,90,69,61,63,120.47314643859863,73.51469993591309,56.00595474243164,25.999069213867188,30.004262924194336,30.024290084838867,33.00142288208008,35.99858283996582,27.220487594604492,0.0,11.015176773071289
64,1.1044776119402986,0,100,100,100,100,100,100,100,76,74,74,74,74,74,74,74,74,74,136,90,90,74,74,74,78,82,74,733,55.51791191101074,60.516357421875,51.000118255615234,281.1322212219238,29.000043869018555,45.961618423461914,31.5244197845459,32.00387954711914,32.000064849853516,0.0,10.998725891113281
256,1.034013605442177,0,0,0,0,0,0,0,0,236,336,346,242,248,248,248,250,152,152,928,2604,3023,1040,1159,1209,1232,378,152,1108,323.1978416442871,6596.525192260742,4934.76128578186,642.1065330505371,423.6001968383789,488.64078521728516,506.0913562774658,520.1447010040283,149.5227813720703,0.0,10.998010635375977
256,1.0765306122448979,0,0,0,0,0,0,0,0,219,363,379,225,223,227,227,229,211,211,532,8952,5794,538,567,606,682,346,211,8288,209.84220504760742,51607.27500915527,12438.863277435303,5303.458213806152,208.11700820922852,241.09888076782227,261.0621452331543,270.1747417449951,138.06533813476562,0.0,15.99740982055664
64,1.0185185185185186,100,0,0,100,0,0,0,100,55,73,73,55,57,61,61,55,55,55,79,347,329,63,78,87,91,57,55,487,35.024166107177734,285.56156158447266,202.02994346618652,194.05007362365723,25.000572204589844,32.50932693481445,34.00015830993652,36.00358963012695,32.509565353393555,0.0,10.997772216796875
96,1.0576923076923077,100,0,0,100,100,100,100,100,55,81,77,55,55,55,55,55,55,55,55,183,242,63,64,67,67,61,55,176,23.995637893676758,113.52729797363281,131.02436065673828,53.99918556213379,21.520137786865234,23.00238609313965,23.997783660888672,24.004697799682617,20.999431610107422,0.0,10.977983474731445
256,1.0044052863436124,0,0,0,0,0,0,0,0,240,386,386,242,240,240,242,252,228,228,456,5031,4197,361,394,456,497,434,228,540,189.5594596862793,20100.62313079834,7300.194978713989,241.0290241241455,156.036376953125,156.5232276916504,196.02274894714355,204.03313636779785,220.53837776184082,0.0,11.999845504760742
256,1.019736842105263,0,0,0,0,0,0,0,0,201,243,277,201,203,203,207,223,155,155,784,2092,1853,832,783,821,873,452,155,1695,280.6730270385742,4060.606002807617,1840.4881954193115,667.1082973480225,332.0612907409668,347.55587577819824,345.0665473937988,395.05839347839355,176.53226852416992,0.0,10.997533798217773
64,1.02,0,100,100,100,100,100,100,100,55,51,51,51,51,51,51,51,51,51,85,73,73,52,54,60,71,76,51,172,48.51961135864258,44.99959945678711,33.516645431518555,70.5251693725586,21.001338958740234,21.023035049438477,23.5135555267334,28.99956703186035,29.999971389770508,0.0,11.998414993286133
96,1.0101010101010102,100,0,0,0,100,100,100,0,100,154,154,102,100,100,100,106,100,100,264,891,899,145,196,225,243,151,100,1383,124.53413009643555,991.335391998291,607.5770854949951,431.22291564941406,49.004554748535156,70.24765014648438,77.06165313720703,86.0447883605957,69.04959678649902,0.0,13.009309768676758
32,1.04,100,100,100,100,100,100,100,100,26,26,26,26,26,26,26,26,26,26,29,32,31,26,26,26,40,26,26,108,9.99903678894043,13.002634048461914,11.508941650390625,33.00046920776367,10.00070571899414,7.997751235961914,10.001420974731445,16.000747680664062,15.004873275756836,0.0,12.999296188354492
256,1.1282051282051282,0,0,0,0,0,0,0,0,252,410,400,268,274,278,280,288,220,220,2023,5701,4301,2142,2084,2027,2185,1142,220,1989,706.1994075775146,24127.87961959839,7761.610746383667,914.6413803100586,858.2031726837158,911.6520881652832,878.1635761260986,912.1208190917969,471.4672565460205,0.0,13.00048828125
96,1.05,100,0,0,100,100,0,100,100,105,139,139,105,105,109,105,105,105,105,113,1512,1535,139,161,176,181,123,105,129,52.53934860229492,1625.284194946289,973.1996059417725,38.99979591369629,48.51579666137695,56.99729919433594,61.516523361206055,65.50931930541992,43.007850646972656,0.0,12.00413703918457
128,1.032258064516129,0,0,0,0,0,0,0,0,106,194,194,102,102,104,110,106,96,96,273,1593,1621,355,145,169,184,307,96,845,99.49111938476562,2826.3347148895264,1625.305414199829,368.1342601776123,157.05204010009766,60.00685691833496,69.52166557312012,79.52570915222168,129.52327728271484,0.0,15.005350112915039
64,1.0384615384615385,0,0,0,0,0,0,0,0,115,93,93,91,101,93,93,117,81,81,601,168,161,453,382,142,143,249,81,474,261.5931034088135,131.50668144226074,90.54207801818848,284.574031829834,186.0513687133789,161.5283489227295,56.509971618652344,57.525634765625,99.51567649841309,0.0,10.996580123901367
256,1.0700934579439252,0,0,0,0,0,0,0,0,251,351,387,245,263,273,273,267,229,229,723,6244,5587,906,905,1019,1117,428,229,1990,259.19508934020996,24962.148427963257,10898.523807525635,973.1934070587158,374.07445907592773,401.06987953186035,412.08910942077637,464.07127380371094,177.0339012145996,0.0,16.022205352783203
32,1.0357142857142858,0,100,100,100,100,100,100,100,31,29,29,29,29,29,29,29,29,29,31,38,38,29,29,29,36,30,29,101,14.002084732055664,21.996736526489258,43.52927207946777,48.04587364196777,12.998580932617188,11.000394821166992,11.000394821166992,15.006542205810547,15.008211135864258,0.0,11.001825332641602
32,1.1136363636363635,100,100,100,100,100,100,100,100,49,49,49,49,49,49,49,49,49,49,55,73,70,49,50,54,59,77,49,262,22.006988525390625,44.5096492767334,32.99975395202637,97.50699996948242,20.001649856567383,22.008180618286133,20.503520965576172,24.001598358154297,28.998851776123047,0.0,13.99993896484375
128,1.2072072072072073,0,0,0,0,0,0,0,0,140,236,250,136,140,140,140,140,134,134,227,1100,1933,236,259,260,278,182,134,735,80.51347732543945,1130.7034492492676,1412.2095108032227,290.23003578186035,100.06117820739746,110.17036437988281,102.01764106750488,127.51102447509766,86.51590347290039,0.0,12.00556755065918
64,1.0196078431372548,100,0,0,100,100,100,100,0,52,64,64,52,52,52,52,54,52,52,52,120,119,52,55,62,79,73,52,498,21.99578285217285,76.51424407958984,58.51387977600098,188.02642822265625,29.999971389770508,22.004127502441406,25.511741638183594,34.99865531921387,29.999732971191406,0.0,9.504556655883789
32,1.037037037037037,100,100,100,100,100,100,100,100,28,28,28,28,28,28,28,28,28,28,28,38,38,28,28,28,31,28,28,28,10.998249053955078,26.999950408935547,32.51075744628906,11.004209518432617,10.514020919799805,9.996652603149414,11.000633239746094,10.999202728271484,11.00015640258789,0.0,12.003421783447266
32,1.0185185185185186,100,100,100,100,100,100,100,100,55,55,55,55,55,55,55,55,55,55,56,70,68,55,55,57,62,62,55,121,20.001649856567383,40.00711441040039,35.109519958496094,45.00079154968262,21.998882293701172,22.0034122467041,23.056507110595703,22.97806739807129,23.000001907348633,0.0,12.012720108032227
