Size,Instance Complexity,Optimal Found CF,Optimal Found PPM+MAN,Optimal Found PPM+CF,Optimal Found CF+0.25*PPM,Optimal Found CF+0.50*PPM,Optimal Found CF+0.75*PPM,Optimal Found CF+1*PPM,Optimal Found CF/PPM,Predicted Path Length CF,Predicted Path Length PPM+MAN,Predicted Path Length PPM+CF,Predicted Path Length CF+0.25*PPM,Predicted Path Length CF+0.50*PPM,Predicted Path Length CF+0.75*PPM,Predicted Path Length CF+1*PPM,Predicted Path Length CF/PPM,Ground Truth Path Length,Manhattan Path Length,Expansion CF,Expansion PPM+MAN,Expansion PPM+CF,Expansion CF+0.25*PPM,Expansion CF+0.50*PPM,Expansion CF+0.75*PPM,Expansion CF+1*PPM,Expansion CF/PPM,Expansion GT,Expansion Manhattan,Run Time CF,Run Time PPM+MAN,Run Time PPM+CF,Run Time Manhattan,Run Time CF+0.25*PPM,Run Time CF+0.50*PPM,Run Time CF+0.75*PPM,Run Time CF+1*PPM,Run Time CF/PPM,Run Time Inference CF,Run Time Inference PPM
96,1.565217391304348,100,0,0,100,100,100,100,0,108,132,134,108,108,108,108,136,108,108,927,1747,1378,939,953,936,945,929,108,1496,346.0855484008789,1218.0922031402588,732.438325881958,538.2814407348633,362.8199100494385,303.5440444946289,315.1109218597412,301.14150047302246,309.09252166748047,0.0,15.002250671386719
128,1.024390243902439,0,0,0,0,0,0,0,0,162,174,178,144,144,148,152,164,126,126,409,1209,1186,204,254,295,359,228,126,865,156.51655197143555,1527.3144245147705,781.6314697265625,391.12210273742676,83.5256576538086,98.52766990661621,130.52749633789062,154.02865409851074,102.53167152404785,0.0,10.003089904785156
32,1.0303030303030303,100,100,100,100,100,100,100,100,34,34,34,34,34,34,34,34,34,34,34,48,48,34,34,35,39,36,34,34,16.002416610717773,29.002666473388672,21.00849151611328,12.509822845458984,11.99960708618164,12.999773025512695,13.005495071411133,13.998985290527344,13.000011444091797,0.0,11.00015640258789
96,1.1511627906976745,0,0,0,0,0,0,0,0,113,149,147,117,117,117,117,105,99,99,310,443,606,276,291,290,296,279,99,442,109.50899124145508,307.0056438446045,302.1740913391113,126.5115737915039,89.51354026794434,94.51508522033691,93.05024147033691,96.10104560852051,88.07206153869629,0.0,9.996175765991211
128,1.0390625,0,0,0,0,0,0,0,0,135,177,187,137,141,155,155,169,133,133,479,1616,1346,522,607,798,814,412,133,2697,158.02741050720215,2116.178512573242,818.5737133026123,1627.2003650665283,200.0291347503662,268.5401439666748,351.05371475219727,269.03510093688965,140.0294303894043,0.0,10.000944137573242
64,1.55,0,0,0,0,0,0,0,0,121,117,121,103,107,121,121,127,93,93,324,598,282,151,157,296,310,185,93,1176,103.06715965270996,320.71375846862793,143.02468299865723,339.16711807250977,50.00185966491699,52.049875259399414,124.1459846496582,100.08740425109863,61.223745346069336,0.0,11.000394821166992
96,1.0113636363636365,0,0,0,0,0,0,0,0,109,121,157,99,103,105,107,103,89,89,197,433,797,169,220,252,262,145,89,1038,65.51265716552734,262.38322257995605,437.7589225769043,366.6861057281494,71.07949256896973,109.51399803161621,112.51664161682129,107.1023941040039,56.16021156311035,0.0,10.999917984008789
128,1.0205479452054795,0,0,0,0,0,0,0,0,171,223,195,167,167,165,165,223,149,149,773,2975,1735,591,505,559,558,417,149,1352,334.3334197998047,6820.709228515625,1204.7133445739746,679.6720027923584,203.05347442626953,184.53145027160645,242.0816421508789,202.6355266571045,148.51975440979004,0.0,11.998891830444336
64,1.0204081632653061,100,0,0,0,0,0,0,0,50,56,56,56,56,56,56,74,50,50,50,151,150,71,95,98,123,83,50,142,16.993045806884766,88.52124214172363,66.5280818939209,44.00014877319336,28.998613357543945,42.50955581665039,43.99991035461426,53.51972579956055,31.999588012695312,0.0,11.999368667602539
32,1.0277777777777777,100,100,100,100,100,100,100,0,37,37,37,37,37,37,37,39,37,37,37,63,64,37,37,37,49,39,37,247,19.001483917236328,31.9976806640625,30.005693435668945,85.06321907043457,16.00337028503418,15.081167221069336,20.00713348388672,22.994279861450195,17.999649047851562,0.0,18.510818481445312
64,1.0204081632653061,100,100,100,100,100,100,100,100,50,50,50,50,50,50,50,50,50,50,50,67,67,53,54,56,70,54,50,50,18.001556396484375,37.00113296508789,28.515338897705078,13.999462127685547,16.99995994567871,17.005443572998047,18.509864807128906,23.002147674560547,17.997264862060547,0.0,13.00048828125
128,1.1168831168831168,0,0,0,0,0,0,0,0,92,118,118,94,98,94,96,100,86,86,249,1047,813,330,300,336,402,185,86,716,82.51452445983887,929.6374320983887,449.07641410827637,296.5428829193115,106.51183128356934,97.51367568969727,109.51733589172363,130.0201416015625,61.004638671875,0.0,11.006593704223633
128,1.0045454545454546,0,0,0,0,0,0,0,0,233,283,273,231,233,235,231,241,221,221,482,3005,3516,414,489,546,622,373,221,1238,156.01468086242676,5900.049686431885,3057.922124862671,426.07665061950684,146.0263729095459,167.03200340270996,211.03715896606445,232.03277587890625,128.51309776306152,0.0,10.999441146850586
64,1.0185185185185186,100,100,100,100,100,100,100,100,55,55,55,55,55,55,55,55,55,55,144,231,176,59,60,61,72,60,55,55,48.99883270263672,136.05308532714844,74.0044116973877,16.00360870361328,21.51322364807129,21.999120712280273,20.999431610107422,24.999618530273438,32.51791000366211,0.0,11.998653411865234
64,1.0153846153846153,100,100,100,100,100,100,100,0,66,66,66,66,66,66,66,68,66,66,67,98,95,69,75,83,87,79,66,770,22.9952335357666,46.13471031188965,38.999080657958984,265.14554023742676,28.000593185424805,31.00752830505371,29.099702835083008,28.998136520385742,28.00130844116211,0.0,10.999441146850586
32,1.4583333333333333,0,0,0,100,100,100,100,0,37,37,37,35,35,35,35,39,35,35,67,48,46,69,71,74,73,60,35,137,23.999691009521484,20.99919319152832,19.005298614501953,43.99991035461426,22.000551223754883,24.527311325073242,24.99985694885254,24.99985694885254,20.000219345092773,0.0,12.000083923339844
96,1.0517241379310345,0,0,0,0,0,0,0,0,71,83,83,75,75,75,75,71,61,61,110,341,347,126,131,133,137,89,61,198,39.0017032623291,213.43564987182617,162.02449798583984,59.996604919433594,43.51520538330078,45.00007629394531,44.51489448547363,49.00026321411133,32.99975395202637,0.0,10.99705696105957
96,1.0945945945945945,0,0,0,0,0,0,0,0,87,93,93,87,89,91,93,87,81,81,171,540,511,167,189,200,219,128,81,1131,96.51327133178711,508.6040496826172,291.53990745544434,390.06900787353516,64.99719619750977,75.51741600036621,72.52621650695801,77.5308609008789,43.99991035461426,0.0,18.00060272216797
128,1.0769230769230769,0,0,0,0,100,0,0,0,104,148,140,100,98,100,100,112,98,98,225,1532,1297,216,217,224,242,151,98,1071,78.0026912689209,1826.5025615692139,724.7743606567383,672.0430850982666,93.5208797454834,99.51663017272949,100.51989555358887,102.51569747924805,60.51325798034668,0.0,10.514259338378906
128,1.1058823529411765,100,0,0,0,0,0,0,100,94,134,134,98,98,98,98,94,94,94,129,776,702,143,147,159,167,106,94,288,44.04902458190918,728.6667823791504,533.5860252380371,101.30691528320312,51.001548767089844,55.51028251647949,65.51933288574219,99.51496124267578,46.99993133544922,0.0,9.028911590576172
64,1.492063492063492,0,0,0,0,0,0,0,0,98,98,98,96,96,96,96,98,94,94,104,475,372,101,120,144,148,139,94,1129,40.001630783081055,320.05786895751953,190.140962600708,395.19453048706055,37.00613975524902,45.06373405456543,52.99973487854004,52.086591720581055,52.00338363647461,0.0,13.08751106262207
256,1.1722222222222223,0,0,0,0,0,0,0,0,233,343,397,233,245,241,245,275,211,211,1023,6340,5947,1062,1195,1177,1242,576,211,5867,399.0674018859863,27492.310523986816,7653.628349304199,3017.4684524536133,398.06222915649414,445.6188678741455,463.8197422027588,465.7135009765625,216.54701232910156,0.0,11.00921630859375
256,1.0029411764705882,0,0,0,0,0,0,0,0,359,483,483,357,361,361,359,385,341,341,1210,6182,3811,710,806,861,881,620,341,3017,395.05696296691895,27616.54543876648,5867.478370666504,1122.6298809051514,263.55957984924316,323.3034610748291,323.3509063720703,350.22473335266113,230.1046848297119,0.0,9.99760627746582
96,1.092783505154639,0,0,0,0,0,0,0,0,110,144,144,108,110,108,108,112,106,106,120,765,744,141,171,183,189,133,106,385,64.99195098876953,637.6078128814697,402.2090435028076,124.5279312133789,47.52755165100098,56.99729919433594,67.02136993408203,62.009334564208984,45.51982879638672,0.0,10.996818542480469
64,1.1136363636363635,0,0,0,0,0,0,0,0,53,55,55,53,53,53,53,53,49,49,195,90,79,72,68,72,76,77,49,416,61.50960922241211,41.00513458251953,31.06093406677246,180.10497093200684,23.998498916625977,23.00119400024414,24.000883102416992,25.101423263549805,25.999069213867188,0.0,9.999752044677734
256,1.006578947368421,0,0,0,0,0,0,0,0,185,197,201,175,175,177,179,189,153,153,383,1226,1438,435,519,593,628,338,153,2041,127.5169849395752,1435.9655380249023,1011.7230415344238,756.7026615142822,173.0823516845703,209.0609073638916,239.12310600280762,276.5772342681885,156.08835220336914,0.0,12.005090713500977
128,1.024,0,0,0,0,0,0,0,0,154,152,160,152,152,152,162,148,128,128,431,510,569,352,350,319,377,245,128,1433,177.84690856933594,439.90278244018555,366.40286445617676,527.9054641723633,129.52661514282227,128.53288650512695,118.0260181427002,138.51284980773926,89.51377868652344,0.0,10.000944137573242
32,1.02,100,100,100,100,100,100,100,100,51,51,51,51,51,51,51,51,51,51,51,60,61,51,51,55,60,53,51,51,19.997596740722656,32.55581855773926,27.999401092529297,18.999814987182617,18.000125885009766,18.999576568603516,19.99974250793457,41.52536392211914,40.99702835083008,0.0,10.001420974731445
96,1.0098039215686274,0,0,0,0,0,0,0,0,109,135,135,105,105,105,105,105,103,103,131,700,702,159,181,200,211,138,103,620,46.000003814697266,625.2903938293457,422.75500297546387,214.15948867797852,66.04361534118652,77.09002494812012,109.14087295532227,86.02190017700195,55.9999942779541,0.0,10.997533798217773
256,1.0797101449275361,0,0,0,0,0,0,0,0,183,283,293,191,199,197,201,205,149,149,1070,2920,3138,1124,1166,1014,1128,555,149,1638,467.44585037231445,6894.601345062256,4082.3380947113037,538.658857345581,410.1572036743164,509.5865726470947,368.06535720825195,411.06390953063965,242.04492568969727,0.0,13.998270034790039
32,1.6818181818181819,0,100,100,100,100,100,100,100,39,37,37,37,37,37,37,37,37,37,134,118,121,104,80,68,53,54,37,126,49.068450927734375,51.00440979003906,54.01802062988281,46.08345031738281,61.99955940246582,36.10348701477051,26.002168655395508,21.99864387512207,21.001100540161133,0.0,11.99960708618164
128,1.0252100840336134,0,0,0,0,0,0,0,0,148,160,162,158,160,164,164,156,122,122,450,1283,1190,531,689,609,512,250,122,1380,190.62209129333496,1619.2448139190674,815.1931762695312,696.5839862823486,208.143949508667,299.5455265045166,224.05052185058594,190.0322437286377,94.50984001159668,0.0,8.99815559387207
32,1.0357142857142858,100,100,100,100,100,100,100,100,29,29,29,29,29,29,29,29,29,29,29,32,32,29,29,29,29,29,29,209,12.001276016235352,15.002012252807617,20.9958553314209,68.06206703186035,11.002779006958008,10.998010635375977,12.001514434814453,10.99848747253418,12.00103759765625,0.0,13.508796691894531
128,1.0081967213114753,0,0,0,0,0,0,0,0,127,169,169,127,133,137,137,129,123,123,132,1956,1897,239,279,299,322,170,123,123,79.99992370605469,4214.481830596924,1856.0540676116943,44.98291015625,89.55073356628418,106.56571388244629,112.51139640808105,120.60403823852539,63.15040588378906,0.0,16.9832706451416
256,1.003968253968254,0,0,0,0,0,0,0,0,263,517,371,257,271,273,269,291,253,253,463,5556,3457,351,427,473,538,493,253,253,168.53904724121094,24484.013080596924,3882.4896812438965,100.51178932189941,141.5257453918457,162.02044486999512,178.02810668945312,204.0576934814453,190.02532958984375,0.0,10.006189346313477
256,1.0251256281407035,0,0,0,0,0,0,0,0,258,402,370,256,258,262,264,276,204,204,2009,3279,3685,2102,2117,2175,2209,1425,204,970,636.1229419708252,7771.967887878418,4394.738674163818,391.04294776916504,827.7301788330078,881.4866542816162,976.355791091919,920.7606315612793,595.2231884002686,0.0,10.001420974731445
256,1.0047619047619047,0,0,0,0,0,0,0,0,221,291,291,225,215,227,227,223,211,211,955,3735,3010,438,545,588,620,323,211,953,344.4814682006836,9387.437582015991,2696.763753890991,370.6173896789551,174.06511306762695,226.07088088989258,243.08514595031738,248.70014190673828,152.52280235290527,0.0,12.519121170043945
96,1.0684931506849316,0,0,0,0,0,0,0,0,86,120,126,104,100,116,124,108,78,78,315,975,780,385,399,448,439,285,78,597,115.50521850585938,851.2542247772217,387.33625411987305,290.1463508605957,137.09592819213867,126.09481811523438,197.08728790283203,158.0207347869873,89.07413482666016,0.0,12.99738883972168
96,1.0704225352112675,0,0,0,0,0,0,0,0,78,142,108,80,80,80,80,80,76,76,78,1079,637,107,113,122,130,94,76,459,26.08513832092285,1141.6397094726562,294.19755935668945,175.51636695861816,40.5123233795166,37.001609802246094,42.05608367919922,48.993825912475586,31.0060977935791,0.0,11.005163192749023
96,1.0096153846153846,0,0,0,100,100,100,0,0,109,153,153,105,105,105,107,109,105,105,186,824,741,106,108,111,118,232,105,1748,59.98826026916504,972.5313186645508,512.1955871582031,544.3055629730225,37.004709243774414,38.02895545959473,39.016008377075195,39.98398780822754,79.04171943664551,0.0,11.000871658325195
128,1.0103092783505154,0,0,0,0,0,0,0,0,104,150,150,104,104,102,102,104,98,98,119,1117,851,157,177,184,190,141,98,186,55.999755859375,1263.8025283813477,500.2026557922363,69.53144073486328,59.981584548950195,65.51432609558105,68.51387023925781,80.00564575195312,64.51010704040527,0.0,16.510486602783203
32,2.08,0,100,0,100,100,100,100,100,54,52,54,52,52,52,52,52,52,52,266,245,203,204,155,146,142,65,52,269,95.52550315856934,127.51317024230957,85.51263809204102,108.51430892944336,75.51455497741699,56.51354789733887,54.0008544921875,51.5134334564209,23.999929428100586,0.0,9.576797485351562
